File,Spacecraft Clock,Sol,Target,SiO2,SiO2 RMSEP,SiO2_shots_stdev,TiO2,TiO2 RMSEP,TiO2_shots_stdev,Al2O3,Al2O3 RMSEP,Al2O3_shots_stdev,FeOT,FeOT RMSEP,FeOT_shots_stdev,MgO,MgO RMSEP,MgO_shots_stdev,CaO,CaO RMSEP,CaO_shots_stdev,Na2O,Na2O RMSEP,Na2O_shots_stdev,K2O,K2O RMSEP,K2O_shots_stdev,MnO,MnO RMSEP,MnO_shots_stdev,Sum of Oxides,Distance (m),Laser Power,Spectrum Total,Facies,Point
CL5_411427030CCS_F0051954CCAM01157P3.SAV,411427030,157,Selwyn,45.8,5,0.5,1.15,0.53,0.12,11,3.5,0.9,18.9,4,0.3,8.2,2.3,0.6,6.2,2,0.4,2.99,0.62,0.17,0.47,0.65,0.06,0.14,0.05,0.01,94.85,3.21812,100A/95A/95A,1.14E+15,12,2
CL5_411427099CCS_F0051954CCAM01157P3.SAV,411427099,157,Selwyn,45.2,5,0.4,1.22,0.54,0.14,10.2,3.5,0.6,19.1,4.1,0.2,8.4,2.3,0.5,5.9,2,0.3,3.06,0.63,0.11,0.47,0.65,0.04,0.14,0.05,0.01,93.62,3.21812,100A/95A/95A,1.14E+15,12,3
CL5_411427168CCS_F0051954CCAM01157P3.SAV,411427168,157,Selwyn,43.4,5.1,0.6,1.04,0.5,0.07,8,3.4,0.4,20,4.2,0.4,7.9,2.3,0.4,5,1.7,0.4,3.04,0.62,0.22,0.55,0.68,0.09,0.14,0.05,0.01,89.09,3.21812,100A/95A/95A,8.33E+14,12,4
CL5_411427237CCS_F0051954CCAM01157P3.SAV,411427237,157,Selwyn,44.4,5,0.4,1.24,0.55,0.1,10.4,3.5,0.9,18.8,4,0.3,7.9,2.2,0.6,6.1,2,0.4,3.19,0.63,0.14,0.52,0.67,0.06,0.14,0.05,0.01,92.6,3.21812,100A/95A/95A,1.03E+15,12,5
CL5_411427306CCS_F0051954CCAM01157P3.SAV,411427306,157,Selwyn,45.2,5,0.4,1.18,0.53,0.11,10.9,3.5,0.7,18.8,4,0.3,7.9,2.3,0.6,6.3,2.1,0.3,3.03,0.62,0.13,0.53,0.67,0.07,0.15,0.06,0.01,94.03,3.21812,100A/95A/95A,1.21E+15,12,6
CL5_411427375CCS_F0051954CCAM01157P3.SAV,411427375,157,Selwyn,48.1,4.9,0.3,0.78,0.44,0.03,7.7,3.4,0.3,18.5,4,0.3,13.5,3.1,0.8,4.1,1.4,0.8,2.77,0.61,0.07,0.43,0.63,0.03,0.17,0.06,0.01,96.09,3.21812,100A/95A/95A,9.03E+14,12,7
CL5_411427444CCS_F0051954CCAM01157P3.SAV,411427444,157,Selwyn,44.3,5.1,0.4,1.05,0.5,0.03,10.7,3.5,0.8,19.3,4.1,0.3,7.6,2.2,0.6,6,2,0.3,3.26,0.64,0.16,0.64,0.71,0.08,0.13,0.05,0.01,92.96,3.21812,100A/95A/95A,1.01E+15,12,8
CL5_411427513CCS_F0051954CCAM01157P3.SAV,411427513,157,Selwyn,44.7,5,0.6,1.17,0.53,0.05,10.3,3.5,1.2,19.5,4.1,0.3,8.1,2.3,0.6,6.1,2,0.4,2.91,0.62,0.21,0.47,0.65,0.07,0.15,0.06,0.01,93.34,3.21812,100A/95A/95A,1.16E+15,12,9
CL5_411427724CCS_F0051954CCAM01157P3.SAV,411427724,157,Selwyn,45.6,5,0.4,1.11,0.52,0.1,10.3,3.5,0.7,19.4,4.1,0.2,8,2.3,0.6,5.6,1.9,0.3,3.01,0.62,0.2,0.59,0.69,0.08,0.14,0.05,0.01,93.79,3.21219,100A/95A/95A,1.11E+15,12,10
CL5_411427800CCS_F0051954CCAM01157P3.SAV,411427800,157,Selwyn,42.1,5.2,1.2,0.95,0.48,0.06,9.1,3.5,0.3,18.5,4,0.5,7.8,2.2,1,9.5,2.8,1.9,2.64,0.61,0.16,0.34,0.6,0.04,0.16,0.06,0.01,91.21,3.21219,100A/95A/95A,1.10E+15,12,11
CL5_411427869CCS_F0051954CCAM01157P3.SAV,411427869,157,Selwyn,41.6,5.3,1,0.9,0.47,0.04,9.1,3.5,0.6,17.9,3.9,0.3,7.3,2.2,0.5,11.5,3.1,0.8,2.14,0.62,0.14,0.31,0.59,0.05,0.18,0.06,0.01,90.95,3.21219,100A/95A/95A,1.12E+15,12,12
CL5_411427938CCS_F0051954CCAM01157P3.SAV,411427938,157,Selwyn,44.1,5.1,0.8,0.87,0.47,0.07,9.5,3.5,0.6,18.2,3.9,0.3,8.5,2.3,0.4,8.1,2.5,0.7,2.75,0.61,0.24,0.4,0.62,0.07,0.15,0.06,0.02,92.57,3.21219,100A/95A/95A,9.84E+14,12,13
CL5_411428007CCS_F0051954CCAM01157P3.SAV,411428007,157,Selwyn,28,7,1.4,0.67,0.41,0.03,6.1,3.2,0.2,13,3.1,0.6,3.5,1.7,0.4,21.9,4.2,1.1,1.06,0.58,0.07,0.08,0.52,0.01,0.15,0.06,0.01,74.44,3.21219,100A/95A/95A,7.72E+14,12,14
CL5_411428076CCS_F0051954CCAM01157P3.SAV,411428076,157,Selwyn,40.7,5.4,0.4,0.62,0.4,0.01,5.8,3.2,0.3,16.2,3.6,0.5,9,2.4,0.5,13.8,3.3,1.1,1.32,0.63,0.06,0.15,0.54,0.03,0.19,0.06,0.01,87.82,3.21219,100A/95A/95A,6.18E+14,12,15
CL5_411428145CCS_F0051954CCAM01157P3.SAV,411428145,157,Selwyn,44,5.1,0.4,1.33,0.57,0.08,10,3.5,0.7,19.7,4.2,0.2,8.7,2.4,0.6,5.4,1.8,0.4,2.94,0.62,0.23,0.44,0.64,0.08,0.15,0.06,0.01,92.59,3.21219,100A/95A/95A,1.17E+15,12,16
CL5_411428214CCS_F0051954CCAM01157P3.SAV,411428214,157,Selwyn,45.9,5,0.5,0.98,0.49,0.05,9.6,3.5,0.5,19.3,4.1,0.5,10.5,2.7,0.3,5.4,1.8,0.4,2.8,0.61,0.13,0.44,0.64,0.05,0.17,0.06,0.01,94.97,3.21219,100A/95A/95A,1.03E+15,12,17
CL5_411428283CCS_F0051954CCAM01157P3.SAV,411428283,157,Selwyn,46.7,5,0.5,1.03,0.5,0.04,13.2,3.6,0.8,18.5,4,0.2,6.9,2.1,0.7,6.7,2.2,0.2,3.54,0.65,0.15,0.41,0.63,0.04,0.16,0.06,0.02,97.09,3.21219,100A/95A/95A,1.06E+15,12,18
CL5_411428352CCS_F0051954CCAM01157P3.SAV,411428352,157,Selwyn,43.9,5.1,0.4,1.23,0.55,0.08,8.5,3.4,0.4,19.4,4.1,0.3,8.6,2.4,0.4,6.3,2.1,0.2,2.54,0.61,0.13,0.35,0.61,0.02,0.14,0.05,0.01,90.98,3.21219,100A/95A/95A,1.12E+15,12,19
CL5_411428421CCS_F0051954CCAM01157P3.SAV,411428421,157,Selwyn,49,5,0.3,0.9,0.47,0.02,14.4,3.6,1.1,18.2,3.9,0.1,6.6,2.1,0.5,6.2,2,0.2,3.44,0.65,0.19,0.36,0.61,0.02,0.13,0.05,0.01,99.15,3.2112,100A/95A/95A,8.71E+14,12,20
CL5_411428987CCS_F0051954CCAM02157P3.SAV,411428987,157,Selwyn,44.2,5.1,0.6,1.29,0.56,0.1,10.1,3.5,0.7,20.2,4.2,0.2,8.5,2.3,0.5,5.5,1.8,0.5,2.81,0.61,0.17,0.42,0.63,0.05,0.15,0.06,0.01,93.17,3.21713,100A/95A/95A,1.08E+15,12,21
CL5_411429063CCS_F0051954CCAM02157P3.SAV,411429063,157,Selwyn,44.6,5,0.3,0.95,0.48,0.05,10.3,3.5,0.4,20.2,4.3,0.3,8.5,2.3,0.4,5.6,1.9,0.4,3.04,0.62,0.14,0.58,0.69,0.07,0.15,0.06,0.01,93.9,3.21713,100A/95A/95A,8.75E+14,12,22
CL5_411429132CCS_F0051954CCAM02157P3.SAV,411429132,157,Selwyn,14.9,6.8,2.2,0.31,0.29,0.18,3.3,2.8,0.5,4.7,2,1,2.2,1.6,0.2,33.2,6.4,0.6,0.46,0.39,0.05,0.02,0.51,0,0.18,0.06,0.03,59.26,3.21713,100A/95A/95A,8.87E+14,12,23
CL5_411429201CCS_F0051954CCAM02157P3.SAV,411429201,157,Selwyn,46.4,5,0.6,1.15,0.53,0.16,9.7,3.5,0.5,19.8,4.2,0.3,9.1,2.4,0.3,5.9,1.9,0.3,2.83,0.62,0.13,0.44,0.64,0.04,0.15,0.06,0.01,95.45,3.21713,100A/95A/95A,1.05E+15,12,24
CL5_411429270CCS_F0051954CCAM02157P3.SAV,411429270,157,Selwyn,30.9,6.8,1,0.81,0.45,0.05,6.5,3.3,0.4,14.2,3.3,0.3,4.3,1.8,0.2,23.1,4.4,0.6,1.28,0.62,0.08,0.09,0.53,0.02,0.22,0.07,0.02,81.44,3.23306,100A/95A/95A,6.93E+14,12,25
CL5_411429819CCS_F0051954CCAM03157P3.SAV,411429819,157,Kipalu,41.7,5.3,0.8,0.77,0.44,0.04,8.2,3.4,1.3,17.9,3.9,0.4,8.9,2.4,1.2,11.4,3.1,1.1,1.48,0.64,0.18,0.05,0.52,0.01,0.24,0.07,0.02,90.59,3.36521,100A/95A/95A,8.23E+14,7,1
CL5_411429889CCS_F0051954CCAM03157P3.SAV,411429889,157,Kipalu,45.6,5,0.5,1.03,0.5,0.06,7.9,3.4,0.5,20,4.2,0.3,12,2.9,0.7,5.3,1.8,0.4,2.02,0.63,0.12,0.1,0.53,0.02,0.14,0.05,0.01,94.15,3.36521,100A/95A/95A,8.12E+14,7,2
CL5_411429955CCS_F0051954CCAM03157P3.SAV,411429955,157,Kipalu,45.3,5,0.5,1.11,0.52,0.09,10.9,3.5,0.4,19.4,4.1,0.4,7.8,2.2,0.3,7.2,2.3,0.4,2.48,0.61,0.07,0.22,0.56,0.03,0.17,0.06,0.01,94.6,3.36521,100A/95A/95A,8.45E+14,7,3
CL5_411430067CCS_F0051954CCAM03157P3.SAV,411430067,157,Kipalu,48.9,4.9,0.9,0.83,0.46,0.03,11.5,3.5,0.5,18.2,3.9,0.4,9,2.4,0.5,5.8,1.9,0.5,2.89,0.62,0.14,0.31,0.59,0.06,0.15,0.06,0.01,97.64,3.36521,100A/95A/95A,8.15E+14,7,4
CL5_411430134CCS_F0051954CCAM03157P3.SAV,411430134,157,Kipalu,41.1,5.3,1.1,0.73,0.43,0.03,5.7,3.1,0.4,20,4.2,0.2,12.5,3,0.4,10,2.9,0.9,1.24,0.62,0.12,0.06,0.52,0.01,0.23,0.07,0.01,91.59,3.39139,100A/95A/95A,6.68E+14,7,5
CL5_411430279CCS_F0051954CCAM03157P3.SAV,411430279,157,Kipalu,47,5,0.3,0.97,0.49,0.04,9.8,3.5,0.5,19.6,4.2,0.4,9.8,2.6,0.2,6.4,2.1,0.2,2.3,0.61,0.06,0.2,0.56,0.03,0.17,0.06,0.01,96.23,3.39139,100A/95A/95A,5.88E+14,7,6
CL5_411430391CCS_F0051954CCAM03157P3.SAV,411430391,157,Kipalu,47.6,4.9,0.4,0.9,0.47,0.02,9.7,3.5,0.3,19.4,4.1,0.3,9.5,2.5,0.5,6.2,2,0.4,2.45,0.61,0.08,0.27,0.58,0.04,0.15,0.06,0.01,96.14,3.39139,100A/95A/95A,8.72E+14,7,7
CL5_411430458CCS_F0051954CCAM03157P3.SAV,411430458,157,Kipalu,46,5,0.4,1.02,0.5,0.03,9.7,3.5,0.5,19.4,4.1,0.2,9.3,2.5,0.4,5.9,1.9,0.2,2.4,0.61,0.1,0.18,0.55,0.02,0.14,0.05,0.01,94.07,3.39139,100A/95A/95A,8.09E+14,7,8
CL5_411430525CCS_F0051954CCAM03157P3.SAV,411430525,157,Kipalu,47.9,4.9,0.5,0.78,0.44,0.02,9.7,3.5,0.4,19.8,4.2,0.2,12.8,3,0.5,4.1,1.5,0.2,2.86,0.62,0.1,0.47,0.65,0.05,0.23,0.07,0.01,98.61,3.40463,100A/95A/95A,5.22E+14,7,9
CL5_411608726CCS_F0051954CCAM01159P3.SAV,411608726,159,Selwyn,35.3,6.2,7,0.71,0.42,0.33,8,3.4,1.5,13.5,3.2,4.8,4.7,1.8,1.6,21.5,4.2,10.3,1.82,0.64,0.75,0.27,0.58,0.16,0.19,0.06,0.02,85.92,3.23006,100A/95A/95A,8.33E+14,12,1
CL5_411609030CCS_F0051954CCAM01159P3.SAV,411609030,159,Selwyn,43.9,5.1,1.8,0.83,0.46,0.13,11.7,3.6,1.5,18,3.9,1.5,6.4,2,0.5,11.2,3.1,1.9,2.92,0.62,0.25,0.53,0.67,0.07,0.17,0.06,0.01,95.71,3.23706,100A/95A/95A,7.75E+14,12,2
CL5_411609394CCS_F0051954CCAM01159P3.SAV,411609394,159,Selwyn,47.4,4.9,0.6,0.76,0.44,0.11,13.2,3.6,1.8,17.6,3.8,1.3,7.7,2.2,0.3,7,2.3,0.6,2.86,0.62,0.11,0.27,0.58,0.03,0.15,0.06,0.02,97.04,3.2112,100A/95A/95A,6.73E+14,12,3
CL5_411609691CCS_F0051954CCAM01159P3.SAV,411609691,159,Selwyn,45.4,5,2,0.86,0.46,0.35,13.6,3.6,2.8,19.4,4.1,2.2,7.4,2.2,0.3,7,2.3,1.3,3.64,0.66,0.46,0.64,0.71,0.1,0.16,0.06,0.02,98.07,3.24712,100A/95A/95A,4.30E+14,12,4
CL5_411859602CCS_F0051986CCAM02161P3.SAV,411859602,162,Shezal,43.7,5.1,0.8,0.77,0.44,0.03,6,3.2,0.4,18.9,4,0.6,7.3,2.2,0.4,12.6,3.2,0.5,1.99,0.63,0.08,0.34,0.6,0.03,0.26,0.08,0.01,91.89,2.98198,100A/95A/95A,7.00E+14,4, 
CL5_411859672CCS_F0051986CCAM02161P3.SAV,411859672,162,Shezal,40,5.5,2,1.19,0.54,0.1,7.7,3.4,0.9,21.7,4.4,2.5,5.3,1.9,1.2,5.7,1.9,1.5,2.06,0.63,0.22,0.38,0.62,0.07,0.16,0.06,0.02,84.1,2.98198,100A/95A/95A,9.59E+14,4, 
CL5_411859739CCS_F0051986CCAM02161P3.SAV,411859739,162,Shezal,42.6,5.2,1.3,1.03,0.5,0.11,9.9,3.5,0.8,18.8,4,1,6.3,2,1,8.3,2.6,1.1,2.15,0.62,0.24,0.39,0.62,0.12,0.15,0.06,0.03,89.55,2.98198,100A/95A/95A,5.91E+14,4, 
CL5_411859852CCS_F0051986CCAM02161P3.SAV,411859852,162,Shezal,38,5.7,2.3,2.64,1,1.64,8.3,3.4,0.9,22.5,4.5,2,5.2,1.9,0.9,7.9,2.5,0.6,2.42,0.61,0.2,0.3,0.59,0.07,0.17,0.06,0.01,87.46,2.98198,100A/95A/95A,6.45E+14,4, 
CL5_411859919CCS_F0051986CCAM02161P3.SAV,411859919,162,Shezal,47.2,5,0.3,0.91,0.47,0.02,14,3.6,0.5,18,3.9,0.2,3.8,1.7,0.1,9.5,2.8,0.3,3.32,0.64,0.11,0.71,0.74,0.03,0.21,0.07,0.03,97.54,3.00171,100A/95A/95A,7.12E+14,4, 
CL5_411860088CCS_F0051986CCAM02161P3.SAV,411860088,162,Shezal,42.7,5.2,2.3,0.83,0.46,0.1,9.9,3.5,1.5,21.2,4.4,2.4,6.5,2,0.9,6.2,2,1.6,1.94,0.63,0.29,0.2,0.56,0.29,0.15,0.06,0.03,89.58,3.00171,100A/95A/95A,5.31E+14,4, 
CL5_411860201CCS_F0051986CCAM02161P3.SAV,411860201,162,Shezal,43.8,5.1,3.2,0.93,0.48,0.15,9.7,3.5,2.2,19.7,4.2,1.9,7,2.1,2.3,6.9,2.2,0.8,2.49,0.61,0.77,0.52,0.67,0.21,0.14,0.05,0.02,91.19,3.00171,100A/95A/95A,6.53E+14,4, 
CL5_411860268CCS_F0051986CCAM02161P3.SAV,411860268,162,Shezal,43.5,5.1,1.7,0.8,0.45,0.08,11.6,3.6,2.3,18.3,3.9,1.2,7,2.1,0.5,8.3,2.6,0.9,2.71,0.61,0.58,0.4,0.62,0.12,0.13,0.05,0.01,92.72,3.00171,100A/95A/95A,4.34E+14,4, 
CL5_411860336CCS_F0051986CCAM02161P3.SAV,411860336,162,Shezal,47.5,4.9,1.1,0.91,0.47,0.05,14.1,3.6,0.7,18,3.9,0.3,7.7,2.2,0.6,7.9,2.5,0.5,2.82,0.61,0.32,0.25,0.57,0.06,0.18,0.06,0.01,99.35,3.00084,100A/95A/95A,5.85E+14,4, 
CL5_412048249CCS_F0052200CCAM01164P3.SAV,412048249,164,Cape_Smith,47,5,0.8,1.28,0.56,0.16,11.5,3.5,0.4,20.3,4.3,0.4,7.4,2.2,0.4,6.5,2.1,0.3,3.06,0.63,0.11,0.59,0.69,0.04,0.24,0.07,0.03,97.81,4.29654,100A/95A/95A,5.88E+14,9,1
CL5_412048325CCS_F0052200CCAM01164P3.SAV,412048325,164,Cape_Smith,49.4,5,0.5,0.89,0.47,0.06,13.4,3.6,0.7,18.3,3.9,0.2,8,2.3,0.3,8.3,2.6,0.3,3.16,0.63,0.12,0.61,0.7,0.04,0.15,0.06,0.02,102.13,4.29654,100A/95A/95A,4.49E+14,9,2
CL5_412048394CCS_F0052200CCAM01164P3.SAV,412048394,164,Cape_Smith,47.5,4.9,0.5,1.07,0.51,0.11,11.4,3.5,0.4,20.4,4.3,0.2,7.9,2.2,0.5,6.4,2.1,0.2,3.26,0.64,0.13,0.71,0.74,0.04,0.16,0.06,0.01,98.65,4.29654,100A/95A/95A,6.20E+14,9,3
CL5_412048504CCS_F0052200CCAM01164P3.SAV,412048504,164,Cape_Smith,51.8,5,0.5,1.02,0.5,0.03,13.2,3.6,0.6,19.1,4.1,0.3,7.7,2.2,0.2,6.5,2.1,0.2,3.33,0.64,0.11,0.64,0.71,0.04,0.14,0.05,0.01,103.38,4.29654,100A/95A/95A,6.60E+14,9,4
CL5_412048573CCS_F0052200CCAM01164P3.SAV,412048573,164,Cape_Smith,48.4,4.9,0.7,1.15,0.53,0.14,13.5,3.6,0.6,20.1,4.2,0.2,7,2.1,0.3,6.2,2,0.2,3.71,0.67,0.13,0.93,0.84,0.06,0.17,0.06,0.02,101.16,4.332,100A/95A/95A,4.19E+14,9,5
CL5_412048744CCS_F0052200CCAM01164P3.SAV,412048744,164,Cape_Smith,48.7,4.9,0.7,0.92,0.48,0.08,13.2,3.6,0.6,19.9,4.2,0.4,7.2,2.1,0.3,7.3,2.3,0.3,3.44,0.65,0.11,0.64,0.71,0.05,0.24,0.07,0.08,101.51,4.332,100A/95A/95A,4.12E+14,9,6
CL5_412048854CCS_F0052200CCAM01164P3.SAV,412048854,164,Cape_Smith,52.5,5,0.4,0.96,0.49,0.07,9.5,3.5,0.3,20.5,4.3,0.2,10.8,2.7,0.5,4.7,1.6,0.1,3.18,0.63,0.14,0.65,0.72,0.03,0.16,0.06,0.01,102.83,4.332,100A/95A/95A,7.70E+14,9,7
CL5_412048923CCS_F0052200CCAM01164P3.SAV,412048923,164,Cape_Smith,51.6,5,0.4,0.97,0.49,0.05,13.4,3.6,0.7,18.7,4,0.3,8.3,2.3,0.3,7.4,2.4,0.3,3.21,0.63,0.09,0.48,0.65,0.03,0.15,0.06,0.01,104.19,4.332,100A/95A/95A,4.66E+14,9,8
CL5_412048992CCS_F0052200CCAM01164P3.SAV,412048992,164,Cape_Smith,48.2,4.9,0.5,0.87,0.47,0.05,15,3.6,0.7,19.5,4.1,0.4,7.3,2.2,0.2,8.3,2.6,0.4,3.59,0.66,0.15,0.58,0.69,0.04,0.17,0.06,1.3,103.49,4.36804,100A/95A/95A,2.28E+14,9,9
CL5_412139091CCS_F0052270CCAM03165P3.SAV,412139091,165,John_Klein_RP3,45.8,5,0.6,0.97,0.49,0.04,7.6,3.4,0.4,19.2,4.1,0.3,11.7,2.9,0.3,4,1.4,0.4,2.4,0.61,0.1,0.34,0.6,0.07,0.16,0.06,0.02,92.22,2.98539,100A/95A/95A,9.24E+14,1,1
CL5_412139187CCS_F0052270CCAM03165P3.SAV,412139187,165,John_Klein_RP3,47,5,0.7,1.09,0.51,0.05,12.4,3.6,1.7,18.5,4,0.6,7,2.1,0.6,6.3,2.1,0.5,3.35,0.64,0.16,0.6,0.7,0.06,0.13,0.05,0.01,96.39,2.98539,100A/95A/95A,9.61E+14,1,2
CL5_412139280CCS_F0052270CCAM03165P3.SAV,412139280,165,John_Klein_RP3,47.2,5,0.9,1.07,0.51,0.09,11.8,3.6,1.5,19,4.1,0.7,7.1,2.1,0.6,6.6,2.2,0.7,3.25,0.64,0.17,0.63,0.71,0.06,0.13,0.05,0.01,96.77,2.98539,100A/95A/95A,1.06E+15,1,3
CL5_412139416CCS_F0052270CCAM03165P3.SAV,412139416,165,John_Klein_RP3,42.5,5.2,0.9,0.65,0.41,0.05,8.3,3.4,0.6,19.5,4.1,0.3,18.8,3.8,1.1,2.7,1.1,0.3,1.99,0.63,0.21,0.05,0.52,0.01,0.15,0.06,0.02,94.65,2.98539,100A/95A/95A,5.89E+14,1,4
CL5_412139509CCS_F0052270CCAM03165P3.SAV,412139509,165,John_Klein_RP3,48.4,4.9,0.5,0.58,0.38,0.02,7.2,3.3,0.2,18.5,4,0.2,18.5,3.7,0.3,3.2,1.2,0.2,1.6,0.65,0.06,0.05,0.52,0.01,0.17,0.06,0.02,98.36,2.97858,100A/95A/95A,6.11E+14,1,5
CL5_412139705CCS_F0052270CCAM03165P3.SAV,412139705,165,John_Klein_RP3,49.4,5,0.5,0.64,0.4,0.02,6.9,3.3,0.4,19,4.1,0.2,17.4,3.5,0.4,2.3,1.1,0.3,2.68,0.61,0.1,0.16,0.55,0.02,0.15,0.06,0.01,98.7,2.97858,100A/95A/95A,7.70E+14,1,6
CL5_412139848CCS_F0052270CCAM03165P3.SAV,412139848,165,John_Klein_RP3,35.3,6.2,1.3,0.83,0.46,0.05,7.5,3.4,0.7,15.6,3.5,0.5,5.9,2,0.5,16.5,3.6,0.7,1.73,0.65,0.16,0.1,0.53,0.02,0.14,0.05,0.01,83.5,2.97858,100A/95A/95A,7.68E+14,1,7
CL5_412139942CCS_F0052270CCAM03165P3.SAV,412139942,165,John_Klein_RP3,47.8,4.9,0.4,0.92,0.48,0.04,11.4,3.5,0.8,17.8,3.9,0.4,7.6,2.2,0.4,6.8,2.2,0.5,3.31,0.64,0.12,0.32,0.6,0.02,0.11,0.05,0.01,96.13,2.97858,100A/95A/95A,7.29E+14,1,8
CL5_412140036CCS_F0052270CCAM03165P3.SAV,412140036,165,John_Klein_RP3,47.8,4.9,0.5,0.98,0.49,0.04,11.2,3.5,0.9,18.6,4,0.4,7.2,2.1,0.3,6.4,2.1,0.3,3.32,0.64,0.15,0.38,0.62,0.03,0.12,0.05,0.01,95.94,2.99912,100A/95A/95A,7.50E+14,1,9
CL5_412506312CCS_F0060000CCAM04169P2.SAV,412506312,169,Lucas_Creek,49.3,5,1.5,0.95,0.48,0.05,11.4,3.5,1.2,19.7,4.2,0.6,9,2.4,0.7,5,1.7,0.1,2.94,0.62,0.18,0.83,0.79,0.31,0.14,0.05,0.01,99.29,3.20235,100A/95A/95A,5.51E+14,1,1
CL5_412506380CCS_F0060000CCAM04169P2.SAV,412506380,169,Lucas_Creek,47.2,5,0.8,0.81,0.45,0.03,8.1,3.4,0.7,20.8,4.3,0.3,11.3,2.8,0.4,6.3,2.1,0.6,2.31,0.61,0.16,0.39,0.62,0.11,0.19,0.06,0.01,97.48,3.20235,100A/95A/95A,7.34E+14,1,2
CL5_412506447CCS_F0060000CCAM04169P2.SAV,412506447,169,Lucas_Creek,43.2,5.1,1.5,0.76,0.44,0.03,4.4,3,0.2,19.5,4.1,0.8,11.4,2.8,0.9,11,3,1.5,1.45,0.64,0.04,0.07,0.52,0.01,0.24,0.07,0.01,91.96,3.19843,100A/95A/95A,9.25E+14,1,3
CL5_412506592CCS_F0060000CCAM04169P2.SAV,412506592,169,Lucas_Creek,43.5,5.1,0.4,1.13,0.52,0.06,10.6,3.5,0.3,19.1,4.1,0.2,7,2.1,0.2,6.2,2,0.8,2.89,0.62,0.11,0.24,0.57,0.05,0.12,0.05,0.01,90.78,3.19843,100A/95A/95A,1.11E+15,1,4
CL5_412506659CCS_F0060000CCAM04169P2.SAV,412506659,169,Lucas_Creek,46.2,5,0.4,1.04,0.5,0.06,7.5,3.4,0.6,20.7,4.3,0.2,12.3,3,0.6,4.8,1.6,0.2,2.01,0.63,0.12,0.24,0.57,0.04,0.15,0.06,0.01,94.95,3.19843,100A/95A/95A,9.05E+14,1,5
CL5_412748502CCS_F0060000CCAM02171P2.SAV,412748502,172,Bonnet_Plume_Distance,50,5,3.1,0.8,0.45,0.21,17.4,3.7,1.2,16.8,3.7,1.7,6.5,2,0.4,8,2.5,0.6,3.02,0.62,0.22,0.66,0.72,0.13,0.17,0.06,4.14,103.39,6.19003,100A/95A/95A,7.23E+13,7,1
CL5_412748605CCS_F0060000CCAM02171P2.SAV,412748605,172,Bonnet_Plume_Distance,49.5,5,1.9,5.63,2.52,2.48,19.3,3.7,1.6,14.4,3.3,0.7,6.6,2.1,0.5,8.3,2.6,0.7,3.44,0.65,0.21,0.46,0.64,0.08,0.21,0.07,3.4,107.8,6.19003,100A/95A/95A,1.11E+14,7,2
CL5_412748700CCS_F0060000CCAM02171P2.SAV,412748700,172,Bonnet_Plume_Distance,47.6,4.9,1.6,1.46,0.61,0.13,13.2,3.6,0.9,16.7,3.7,0.9,9,2.4,0.3,7.1,2.3,0.3,3.26,0.64,0.25,0.47,0.65,0.07,0.09,0.04,2.12,98.83,6.19003,100A/95A/95A,2.22E+14,7,3
CL5_412748835CCS_F0060000CCAM02171P2.SAV,412748835,172,Bonnet_Plume_Distance,50.6,5,0.6,0.82,0.45,0.04,15.6,3.6,1,18.4,4,0.5,6.7,2.1,0.3,6.7,2.2,0.2,3.9,0.68,0.19,0.9,0.82,0.08,0.15,0.06,1.86,103.78,6.19003,100A/95A/95A,3.14E+14,7,4
CL5_412748931CCS_F0060000CCAM02171P2.SAV,412748931,172,Bonnet_Plume_Distance,44,5.1,4,1.1,0.52,0.2,13.6,3.6,0.9,17.7,3.8,2.5,6.2,2,0.6,7.2,2.3,0.7,2.82,0.61,0.24,0.47,0.65,0.11,0.17,0.06,5.39,93.19,6.27477,100A/95A/95A,4.89E+13,7, 
CL5_412749131CCS_F0060000CCAM02171P2.SAV,412749131,172,Bonnet_Plume_Distance,45.5,5,3.5,0.96,0.49,0.21,13.4,3.6,0.5,16.9,3.7,2.4,6.4,2,0.5,7.4,2.4,0.7,2.64,0.61,0.22,0.49,0.66,0.11,5.2,0.77,5.23,98.82,6.27477,100A/95A/95A,3.83E+13,7, 
CL5_412749268CCS_F0060000CCAM02171P2.SAV,412749268,172,Bonnet_Plume_Distance,47.7,4.9,2.4,0.72,0.43,0.12,16.7,3.7,1,17.8,3.9,1.6,6.6,2.1,0.4,8.6,2.7,0.5,3.05,0.62,0.17,0.53,0.67,0.09,0.18,0.06,3.34,101.93,6.27477,100A/95A/95A,9.20E+13,7,5
CL5_412749363CCS_F0060000CCAM02171P2.SAV,412749363,172,Bonnet_Plume_Distance,46.1,5,2.7,0.85,0.46,0.15,15.8,3.6,0.9,19.4,4.1,1.4,6.8,2.1,0.3,7.4,2.4,0.4,2.93,0.62,0.19,0.49,0.66,0.07,0.18,0.06,3.38,100,6.27477,100A/95A/95A,1.29E+14,7,6
CL5_412749458CCS_F0060000CCAM02171P2.SAV,412749458,172,Bonnet_Plume_Distance,1.5,6.7,6.9,1.69,0.67,1.36,0,2.5,0.7,9.2,2.5,4.9,4.9,1.8,0.5,2.3,1.1,0.5,1.2,0.61,0.21,0.29,0.59,0.08,10.03,1.2,6.35,31.13,6.38882,100A/95A/95A,1.36E+13,7, 
