File,Spacecraft Clock,Sol,Target,SiO2,SiO2 RMSEP,SiO2_shots_stdev,TiO2,TiO2 RMSEP,TiO2_shots_stdev,Al2O3,Al2O3 RMSEP,Al2O3_shots_stdev,FeOT,FeOT RMSEP,FeOT_shots_stdev,MgO,MgO RMSEP,MgO_shots_stdev,CaO,CaO RMSEP,CaO_shots_stdev,Na2O,Na2O RMSEP,Na2O_shots_stdev,K2O,K2O RMSEP,K2O_shots_stdev,MnO,MnO RMSEP,MnO_shots_stdev,Sum of Oxides,Distance (m),Laser Power,Spectrum Total,Facies,Point
CL5_432831891CCS_F0160148CCAM02398P1.SAV,432831891,398,Beacon_Heights_ccam,55.9,5.2,0.4,0.75,0.44,0.01,18.7,3.7,0.3,4.9,2,0.7,2.1,1.6,0.1,8.3,2.6,0.4,5.13,0.91,0.18,0.58,0.69,0.09,0.08,0.04,0.01,96.41,2.36057,100A/60A/60A,2.39E+14,8,4
CL5_432831955CCS_F0160148CCAM02398P1.SAV,432831955,398,Beacon_Heights_ccam,39.1,5.6,0.6,1.74,0.68,0.08,7.8,3.4,0.3,22.7,4.5,0.5,3.3,1.7,0.1,4.8,1.6,0.6,2.39,0.61,0.09,0.66,0.72,0.04,0.13,0.05,0.01,82.64,2.36057,100A/60A/60A,6.69E+14,8,5
CL5_432907922CCS_F0160148CCAM01399P1.SAV,432907922,399,Platypus_Ridge,54.8,5.1,0.4,0.77,0.44,0.02,14.2,3.6,0.4,16,3.5,0.7,3.7,1.7,0.3,5.6,1.9,0.4,4.62,0.81,0.13,1.37,1.02,0.16,0.13,0.05,0.02,101.11,2.58544,100A/60A/60A,3.21E+14,0,1
CL5_432907999CCS_F0160148CCAM01399P1.SAV,432907999,399,Platypus_Ridge,52.8,5,0.3,0.71,0.42,0.01,13.6,3.6,0.8,15.3,3.4,0.2,4.6,1.8,0.4,9,2.7,0.3,4.04,0.7,0.18,0.7,0.74,0.11,0.2,0.07,0.02,100.97,2.58544,100A/60A/60A,3.50E+14,0,2
CL5_432908064CCS_F0160148CCAM01399P1.SAV,432908064,399,Platypus_Ridge,37,5.9,0.6,2.71,1.04,0.08,4.1,2.9,0.1,24.4,4.6,0.8,3.7,1.7,0.1,5.7,1.9,0.4,1.92,0.64,0.08,0.59,0.69,0.12,0.14,0.05,0.01,80.33,2.58544,100A/60A/60A,6.78E+14,0,3
CL5_432908130CCS_F0160148CCAM01399P1.SAV,432908130,399,Platypus_Ridge,49,5,0.3,0.69,0.42,0.02,12.4,3.6,0.8,18.6,4,0.5,3.8,1.7,0.5,7.7,2.4,0.7,3.01,0.62,0.17,2.73,1.17,0.54,0.15,0.06,0.01,98.14,2.58544,100A/60A/60A,3.63E+14,0,4
CL5_432908349CCS_F0160148CCAM01399P1.SAV,432908349,399,Platypus_Ridge,54.1,5.1,0.8,0.67,0.41,0.01,12.2,3.6,0.4,17.6,3.8,0.5,6.4,2,0.3,5.1,1.7,0.1,4.28,0.74,0.18,1.06,0.89,0.09,0.2,0.07,0.02,101.63,2.59511,100A/60A/60A,3.00E+14,0,5
CL5_432908426CCS_F0160148CCAM01399P1.SAV,432908426,399,Platypus_Ridge,49.9,5,0.4,1.07,0.51,0.03,19.7,3.7,0.2,13.6,3.2,0.3,1.2,1.5,0,8.6,2.6,0.1,5.24,0.93,0.14,0.3,0.59,0.02,0.07,0.04,0.02,99.59,2.59511,100A/60A/60A,2.97E+14,0,6
CL5_432908491CCS_F0160148CCAM01399P1.SAV,432908491,399,Platypus_Ridge,57.4,5.2,0.4,0.83,0.46,0.02,16.5,3.7,0.9,12.8,3.1,1.3,1.8,1.5,0.4,5.3,1.8,0.3,6.02,1.03,0.19,1.2,0.95,0.08,0.08,0.04,0.02,101.93,2.59511,100A/60A/60A,2.53E+14,0,7
CL5_432908557CCS_F0160148CCAM01399P1.SAV,432908557,399,Platypus_Ridge,43.9,5.1,0.6,1.31,0.57,0.09,7,3.3,0.3,20.6,4.3,0.6,4.3,1.8,0.3,8.7,2.7,0.8,2.87,0.62,0.05,0.84,0.8,0.06,0.19,0.06,0.01,89.76,2.59511,100A/60A/60A,4.41E+14,0,8
CL5_432908623CCS_F0160148CCAM01399P1.SAV,432908623,399,Platypus_Ridge,60.8,5.3,0.8,0.76,0.44,0.02,15.1,3.6,0.3,10.8,2.8,1.2,3.5,1.7,0.2,3,1.2,0.4,5.98,1.02,0.14,2.49,1.18,0.08,0.15,0.06,0.02,102.6,2.59511,100A/60A/60A,1.57E+14,0,9
CL5_432908689CCS_F0160148CCAM01399P1.SAV,432908689,399,Platypus_Ridge,49.4,5,0.6,0.8,0.45,0.01,12.6,3.6,1.4,15.9,3.5,0.6,2.9,1.6,0.3,11.9,3.1,0.5,3.21,0.63,0.22,0.98,0.86,0.2,0.12,0.05,0.03,97.85,2.62126,100A/60A/60A,3.20E+14,0,10
CL5_432909255CCS_F0160148CCAM02399P1.SAV,432909255,399,Pebble,55.8,5.1,0.5,0.21,0.25,0.01,27.2,4,0.6,0,1.6,0.2,0.4,1.4,0,3.1,1.2,0.2,11.28,1.6,0.26,1.71,1.12,0.26,0.05,0.03,0.05,99.77,4.30006,100A/95A/95A,1.47E+14,3,1
CL5_432909325CCS_F0160148CCAM02399P1.SAV,432909325,399,Pebble,44.3,5.1,2,0.91,0.47,0.03,19,3.7,0.5,27.4,4.9,2.1,1.3,1.5,0.3,2.4,1.1,0.4,6.44,1.07,0.68,1.67,1.11,0.19,0.08,0.04,0.02,103.43,4.30006,100A/95A/95A,6.02E+14,3,2
CL5_432909389CCS_F0160148CCAM02399P1.SAV,432909389,399,Pebble,47.2,5,1.8,1.09,0.51,0.07,18.3,3.7,0.3,23.2,4.6,1.9,2.4,1.6,0.2,4.1,1.4,1.1,5.53,0.97,0.56,1.92,1.16,0.17,0.18,0.06,0.02,103.98,4.30006,100A/95A/95A,6.50E+14,3,3
CL5_432909453CCS_F0160148CCAM02399P1.SAV,432909453,399,Pebble,45.1,5,1,0.89,0.47,0.09,17.6,3.7,0.7,28.7,5,2,2.7,1.6,0.3,3.7,1.3,1.1,5.14,0.92,0.42,1.87,1.15,0.16,0.82,0.3,0.4,106.53,4.30006,100A/95A/95A,8.18E+14,3,4
CL5_432909517CCS_F0160148CCAM02399P1.SAV,432909517,399,Pebble,39.2,5.6,1,1.66,0.66,0.04,18.6,3.7,0.8,28.9,5,0.4,2.4,1.6,0.3,5.7,1.9,0.4,6.08,1.03,0.23,0.83,0.79,0.04,0.17,0.06,0.01,103.55,4.32308,100A/95A/95A,7.66E+14,3,5
CL5_433087998CCS_F0160148CCAM01401P1.SAV,433087998,401,Dragons_Teeth,36.2,6,3.1,1.55,0.63,0.36,6.6,3.3,1.9,35.7,5.5,2.6,2.1,1.6,0.2,3.5,1.3,1.2,2.46,0.61,0.55,0.42,0.63,0.07,2.76,0.72,0.09,91.35,2.41154,100A/60A/60A,5.93E+14,0, 
CL5_433088074CCS_F0160148CCAM01401P1.SAV,433088074,401,Dragons_Teeth,35,6.2,3.7,4.71,2.08,0.14,5.2,3.1,0.2,34.6,5.4,2,2.5,1.6,0,1.8,1,0.1,1.84,0.64,0.04,0.49,0.66,0.03,0.25,0.08,0.03,86.41,2.41154,100A/60A/60A,1.24E+15,0, 
CL5_433088140CCS_F0160148CCAM01401P1.SAV,433088140,401,Dragons_Teeth,48.9,4.9,0.5,0.71,0.42,0.02,13.1,3.6,0.8,17,3.7,0.5,3,1.6,0.3,9.6,2.8,0.7,4.09,0.71,0.1,0.68,0.73,0.04,0.87,0.32,0.22,97.95,2.41154,100A/60A/60A,2.77E+14,0, 
CL5_433088206CCS_F0160148CCAM01401P1.SAV,433088206,401,Dragons_Teeth,60.7,5.3,0.5,0.72,0.43,0.01,15.6,3.6,0.3,8.7,2.5,1.2,2.3,1.6,0.2,4.1,1.5,0.2,6.29,1.06,0.19,2.54,1.18,0.13,0.15,0.06,0.01,101.2,2.41546,100A/60A/60A,2.02E+14,0, 
CL5_433088379CCS_F0160148CCAM01401P1.SAV,433088379,401,Dragons_Teeth,58.1,5.2,0.8,0.75,0.44,0.01,20.3,3.7,0.8,4.4,1.9,2.9,0.8,1.5,0.1,7.6,2.4,0.2,7.08,1.14,0.17,0.62,0.71,0.08,0.1,0.05,0.01,99.7,2.41546,100A/60A/60A,1.78E+14,0, 
CL5_433088596CCS_F0160148CCAM01401P1.SAV,433088596,401,Dragons_Teeth,64.3,5.3,0.3,0.7,0.42,0.01,20.9,3.7,0.3,1.8,1.7,0.4,0.4,1.4,0,2.8,1.1,0.3,7.59,1.2,0.24,2.59,1.18,0.17,0.07,0.04,0.02,101.25,2.41098,100A/60A/60A,1.83E+14,0, 
CL5_433088664CCS_F0160148CCAM01401P1.SAV,433088664,401,Dragons_Teeth,40.1,5.4,0.4,0.97,0.49,0.02,9.1,3.5,1,22.6,4.5,0.6,3,1.7,0.3,10.5,3,0.6,2.78,0.61,0.16,0.53,0.67,0.03,0.21,0.07,0.01,89.94,2.4194,100A/60A/60A,5.78E+14,0, 
CL5_433088832CCS_F0160148CCAM01401P1.SAV,433088832,401,Dragons_Teeth,40.7,5.4,1.5,0.75,0.44,0.02,10.8,3.5,0.8,14.9,3.4,0.7,2.5,1.6,0.1,16.4,3.6,1.5,2.52,0.61,0.32,0.61,0.7,0.08,0.17,0.06,0.01,89.25,2.4194,100A/60A/60A,4.10E+14,0, 
CL5_433088898CCS_F0160148CCAM01401P1.SAV,433088898,401,Dragons_Teeth,44.3,5.1,0.8,0.94,0.48,0.02,11,3.5,0.3,20.4,4.3,0.3,4.5,1.8,0.3,6.9,2.2,0.4,3.04,0.62,0.14,0.47,0.65,0.07,0.22,0.07,0.02,91.67,2.4194,100A/60A/60A,4.63E+14,0, 
CL5_433088964CCS_F0160148CCAM01401P1.SAV,433088964,401,Dragons_Teeth,40,5.5,0.9,0.89,0.47,0.03,14.5,3.6,0.6,15.7,3.5,0.3,2.5,1.6,0.3,14.3,3.3,0.6,4.11,0.71,0.14,0.72,0.75,0.03,0.15,0.06,0.01,92.94,2.41997,100A/60A/60A,2.49E+14,0, 
CL5_433091001CCS_F0160148CCAM04401P1.SAV,433091001,401,Shackleton,54.2,5.1,0.3,0.76,0.44,0.01,20.5,3.7,1.1,6.9,2.2,2,1.4,1.5,0.4,7.9,2.5,0.1,5.77,1,0.28,0.44,0.64,0.05,0.05,0.03,0.02,97.87,2.30194,100A/60A/60A,2.14E+14,6,1
CL5_433091071CCS_F0160148CCAM04401P1.SAV,433091071,401,Shackleton,43.9,5.1,0.4,0.59,0.39,0.01,3.4,2.8,0.4,11,2.8,0.5,13.5,3.1,0.3,14.1,3.3,0.9,0.47,0.39,0.1,0.02,0.51,0.01,0.21,0.07,0.01,87.21,2.30194,100A/60A/60A,3.84E+14,6,2
CL5_433091135CCS_F0160148CCAM04401P1.SAV,433091135,401,Shackleton,54.4,5.1,1.1,0.74,0.43,0.01,20.1,3.7,1.7,7,2.2,1.8,2.2,1.6,0.6,8.1,2.5,1,4.86,0.86,0.3,0.38,0.62,0.21,0.05,0.03,0.02,97.84,2.30194,100A/60A/60A,1.48E+14,6,3
CL5_433091255CCS_F0160148CCAM04401P1.SAV,433091255,401,Shackleton,47.1,5,0.7,0.72,0.43,0.01,10.4,3.5,0.8,20.2,4.3,0.4,6,2,0.3,7.2,2.3,0.7,2.62,0.61,0.19,0.83,0.79,0.06,0.17,0.06,0.01,95.25,2.30654,100A/60A/60A,4.22E+14,6,4
CL5_433091421CCS_F0160148CCAM04401P1.SAV,433091421,401,Shackleton,57.7,5.2,0.7,0.74,0.43,0.02,15.5,3.6,0.7,12.3,3,1.3,3.1,1.7,0.2,5.5,1.8,0.4,4.3,0.74,0.25,1.64,1.1,0.14,0.08,0.04,0.01,100.74,2.30654,100A/60A/60A,2.37E+14,6,5
CL5_433091485CCS_F0160148CCAM04401P1.SAV,433091485,401,Shackleton,52.3,5,0.8,0.74,0.43,0.01,15.6,3.6,0.2,15.7,3.5,0.8,4.9,1.8,0.2,5.9,2,0.2,4.4,0.76,0.17,0.61,0.7,0.03,0.12,0.05,0.01,100.32,2.30654,100A/60A/60A,3.34E+14,6,6
CL5_433091605CCS_F0160148CCAM04401P1.SAV,433091605,401,Shackleton,54.3,5.1,0.4,0.75,0.44,0.01,21.7,3.8,1,1,1.6,1.6,1.2,1.5,0.3,8.9,2.7,0.2,5.05,0.9,0.16,0.26,0.58,0.08,0.04,0.03,0.02,93.2,2.31117,100A/60A/60A,2.10E+14,6,7
CL5_433091771CCS_F0160148CCAM04401P1.SAV,433091771,401,Shackleton,46.5,5,1.2,0.66,0.41,0.04,8.6,3.5,0.4,19,4.1,1.1,7.1,2.1,0.4,8.6,2.6,0.9,2.51,0.61,0.17,0.46,0.64,0.05,0.22,0.07,0.02,93.59,2.31117,100A/60A/60A,3.11E+14,6,8
CL5_433091835CCS_F0160148CCAM04401P1.SAV,433091835,401,Shackleton,52.6,5,0.8,0.75,0.44,0.01,17.1,3.7,0.6,11.1,2.8,1.1,2.7,1.6,0.3,8.1,2.5,0.2,5.15,0.92,0.25,0.6,0.7,0.04,0.09,0.04,0.01,98.17,2.31117,100A/60A/60A,2.61E+14,6,9
CL5_434432551CCS_F0180422CCAM03414P1.SAV,434432551,416,Peleus,39.5,5.5,0.5,1.45,0.6,0.05,10.1,3.5,0.2,32.6,5.2,0.9,3,1.6,0,5,1.7,0.5,3.75,0.67,0.08,1,0.87,0.05,0.19,0.06,0.02,96.53,3.6289,100A/95A/95A,1.20E+15,2,1
CL5_434432621CCS_F0180422CCAM03414P1.SAV,434432621,416,Peleus,39.6,5.5,1.1,1.65,0.66,0.19,9.4,3.5,0.4,25.7,4.7,1.3,5,1.9,0.2,5.8,1.9,0.4,3.78,0.67,0.18,1.01,0.87,0.05,0.19,0.06,0.01,92.09,3.6289,100A/95A/95A,9.72E+14,2,2
CL5_434432684CCS_F0180422CCAM03414P1.SAV,434432684,416,Peleus,39.5,5.5,0.7,1.07,0.51,0.03,8.5,3.4,0.3,32.6,5.2,0.9,4.1,1.8,0.1,4.3,1.5,0.3,2.71,0.61,0.08,0.76,0.76,0.03,0.18,0.06,0.01,93.58,3.6289,100A/95A/95A,1.05E+15,2,3
CL5_434432748CCS_F0180422CCAM03414P1.SAV,434432748,416,Peleus,42.5,5.2,1,1.05,0.5,0.08,6.4,3.2,0.3,19.4,4.1,0.5,5.4,1.9,0.1,12.1,3.2,0.2,2.16,0.62,0.22,0.58,0.69,0.09,0.19,0.06,0.01,89.8,3.6289,100A/95A/95A,1.00E+15,2,4
CL5_434432812CCS_F0180422CCAM03414P1.SAV,434432812,416,Peleus,49.8,5,0.9,1.04,0.5,0.02,14,3.6,2.1,17,3.7,0.5,3.8,1.7,0.3,8.9,2.7,1,3.68,0.66,0.54,1.07,0.9,0.11,0.11,0.05,0.02,99.39,3.6289,100A/95A/95A,5.73E+14,2,5
CL5_434434102CCS_F0180422CCAM03414P1.SAV,434434102,416,Peleus,48,4.9,0.8,0.91,0.47,0.02,17.5,3.7,0.2,22.6,4.5,1.6,1.6,1.5,0,3.4,1.3,0.2,6.78,1.11,0.21,1.49,1.06,0.09,0.11,0.05,0.01,102.34,3.6289,100A/95A/95A,5.60E+14,2,6
CL5_434434171CCS_F0180422CCAM03414P1.SAV,434434171,416,Peleus,41.2,5.3,0.9,1.69,0.67,0.16,11.1,3.5,0.5,24.2,4.6,1.2,4.5,1.8,0.1,6.2,2,0.3,4.44,0.77,0.14,0.86,0.81,0.07,0.18,0.06,0.01,94.27,3.6289,100A/95A/95A,1.07E+15,2,7
CL5_434434235CCS_F0180422CCAM03414P1.SAV,434434235,416,Peleus,46.2,5,0.6,1.26,0.55,0.04,17,3.7,0.6,25,4.7,1.3,3.2,1.7,0.1,7.8,2.5,0.3,4.3,0.74,0.14,1.01,0.87,0.08,0.13,0.05,0.01,105.76,3.6289,100A/95A/95A,4.32E+14,2,8
CL5_434434298CCS_F0180422CCAM03414P1.SAV,434434298,416,Peleus,44.6,5,0.7,1.72,0.68,0.08,14.6,3.6,1.3,24.4,4.6,0.7,2.9,1.6,0.4,3,1.2,0.4,3.66,0.66,0.08,1.07,0.9,0.08,0.12,0.05,0.01,96.04,3.6289,100A/95A/95A,1.03E+15,2,9
CL5_434434363CCS_F0180422CCAM03414P1.SAV,434434363,416,Peleus,53.6,5.1,1,0.74,0.43,0.01,12.3,3.6,1.2,11,2.8,0.7,4.7,1.8,0.2,11.2,3.1,0.9,3.59,0.66,0.21,1.25,0.97,0.09,0.14,0.05,0.01,98.47,3.6289,100A/95A/95A,4.81E+14,2,10
CL5_434435360CCS_F0180422CCAM03414P1.SAV,434435360,416,Peleus,50.5,5,1.6,0.92,0.48,0.03,18.3,3.7,0.2,17.1,3.7,1.5,1.5,1.5,0.1,3.8,1.4,0.5,6.75,1.11,0.45,1.43,1.04,0.18,0.08,0.04,0.02,100.44,3.61263,100A/95A/95A,6.30E+14,2,11
CL5_434435429CCS_F0180422CCAM03414P1.SAV,434435429,416,Peleus,42.7,5.2,0.5,1.59,0.64,0.09,11.3,3.5,0.3,23,4.5,0.8,4.8,1.8,0.1,6.4,2.1,0.2,4.5,0.78,0.15,0.96,0.85,0.09,0.17,0.06,0.01,95.45,3.61263,100A/95A/95A,1.12E+15,2,12
CL5_434435492CCS_F0180422CCAM03414P1.SAV,434435492,416,Peleus,51.1,5,0.4,0.92,0.48,0.01,17.6,3.7,0.3,17.1,3.7,0.3,1.4,1.5,0.1,3.8,1.4,0.3,5.31,0.95,0.21,0.92,0.83,0.08,0.05,0.03,0.01,98.25,3.61263,100A/95A/95A,4.31E+14,2,13
CL5_434435557CCS_F0180422CCAM03414P1.SAV,434435557,416,Peleus,49,4.9,0.4,1.22,0.54,0.03,17.8,3.7,0.1,19.5,4.1,0.6,2,1.6,0.1,3.1,1.2,0.3,6.23,1.05,0.23,1.43,1.04,0.07,0.12,0.05,0.01,100.3,3.61263,100A/95A/95A,7.38E+14,2,14
CL5_434435620CCS_F0180422CCAM03414P1.SAV,434435620,416,Peleus,51.6,5,0.8,0.77,0.44,0.03,11,3.5,0.5,13.9,3.2,0.6,4.9,1.8,0.2,13.6,3.3,0.6,2.84,0.62,0.14,1.11,0.91,0.12,0.18,0.06,0.01,99.79,3.61263,100A/95A/95A,4.10E+14,2,15
CL5_434869431CCS_F0190000CCAM03421P1.SAV,434869431,421,Alsen,50.8,5,1,1.13,0.52,0.09,21.7,3.8,0.4,15.2,3.4,1,1,1.5,0.2,4.3,1.5,0.3,6.54,1.08,0.29,1.75,1.13,0.25,0.07,0.04,0.02,102.47,4.00315,100A/95A/95A,3.47E+14,0,1
CL5_434869507CCS_F0190000CCAM03421P1.SAV,434869507,421,Alsen,51.3,5,1,2.21,0.82,0.21,19.1,3.7,0.7,18.5,4,0.3,1.6,1.5,0.1,3.7,1.3,1.1,4.33,0.75,0.2,2.75,1.17,0.12,0.11,0.05,0.02,103.61,4.00315,100A/95A/95A,5.17E+14,0,2
CL5_434869572CCS_F0190000CCAM03421P1.SAV,434869572,421,Alsen,47.9,4.9,0.5,1.96,0.74,0.16,18.3,3.7,0.5,18.8,4,0.4,2.5,1.6,0.2,5.2,1.8,0.3,4.35,0.75,0.12,1.27,0.98,0.12,0.14,0.05,0.02,100.41,4.00315,100A/95A/95A,6.22E+14,0,3
CL5_434869638CCS_F0190000CCAM03421P1.SAV,434869638,421,Alsen,42.3,5.2,0.7,1.9,0.73,0.12,7.1,3.3,0.3,21.4,4.4,0.5,4.9,1.8,0.2,9.3,2.8,0.6,2.4,0.61,0.19,0.72,0.75,0.08,0.21,0.07,0.01,90.17,4.00315,100A/95A/95A,6.83E+14,0,4
CL5_434869704CCS_F0190000CCAM03421P1.SAV,434869704,421,Alsen,54.7,5.1,1,0.58,0.38,0.1,26.3,4,0.7,0.3,1.6,0.8,0.4,1.4,0.1,7,2.3,0.3,7.49,1.19,0.33,1.14,0.93,0.11,0.09,0.04,2.15,98.02,4.00315,100A/95A/95A,9.72E+13,0,5
CL5_435131866CCS_F0190320CCAM02424P1.SAV,435131866,424,Seneca,41,5.3,0.4,0.74,0.43,0.01,5.3,3.1,0.2,21.8,4.4,0.4,4.5,1.8,0.1,11.1,3.1,0.3,2.28,0.62,0.1,0.13,0.54,0.02,0.22,0.07,0.01,87.04,2.80628,100A/95A/95A,7.95E+14,8,1
CL5_435131937CCS_F0190320CCAM02424P1.SAV,435131937,424,Seneca,70.7,5.4,1.3,0.33,0.29,0.11,11.3,3.5,0.4,3.7,1.9,4,1.1,1.5,0.3,3.3,1.3,0.4,3.69,0.67,0.14,0.41,0.63,0.03,0.06,0.03,0.02,94.53,2.80628,100A/95A/95A,3.07E+14,8,2
CL5_435132000CCS_F0190320CCAM02424P1.SAV,435132000,424,Seneca,49.1,5,0.4,1.2,0.54,0.07,10.1,3.5,0.3,18.9,4.1,0.5,2.6,1.6,0.2,7.6,2.4,0.5,2.6,0.61,0.08,0.2,0.56,0.02,0.1,0.05,0.01,92.45,2.80628,100A/95A/95A,4.92E+14,8,3
CL5_435132064CCS_F0190320CCAM02424P1.SAV,435132064,424,Seneca,47.4,4.9,0.6,0.95,0.48,0.04,12.8,3.6,0.5,18.9,4,0.5,2.4,1.6,0.1,7.1,2.3,0.3,3.87,0.68,0.2,0.33,0.6,0.05,0.17,0.06,0.01,93.99,2.80628,100A/95A/95A,3.44E+14,8,4
CL5_435132128CCS_F0190320CCAM02424P1.SAV,435132128,424,Seneca,41.7,5.3,0.4,2.21,0.82,0.09,9.6,3.5,0.4,27.1,4.8,0.6,1.8,1.5,0.1,2.5,1.1,0.3,3.82,0.68,0.1,0.41,0.63,0.02,0.09,0.04,0.01,89.28,2.80628,100A/95A/95A,3.93E+14,8,5
CL5_435307847CCS_F0191066CCAM01426P1.SAV,435307847,426,Solsville,44.6,5,1.9,1.34,0.57,0.44,11.3,3.5,0.9,20,4.2,0.7,4.6,1.8,2.3,7.8,2.5,0.8,2.86,0.62,0.45,0.38,0.62,0.08,0.14,0.05,0.02,92.88,3.58419,100A/95A/95A,3.78E+14,4, 
CL5_435307917CCS_F0191066CCAM01426P1.SAV,435307917,426,Solsville,44.1,5.1,0.5,1.96,0.74,0.14,11.8,3.6,0.4,19,4.1,0.5,3.2,1.7,0.2,8.6,2.6,0.3,2.72,0.61,0.15,0.32,0.6,0.05,0.16,0.06,0.01,91.74,3.58419,100A/95A/95A,9.35E+14,4, 
CL5_435307982CCS_F0191066CCAM01426P1.SAV,435307982,426,Solsville,56.7,5.2,0.6,0.72,0.43,0.16,22.5,3.8,1,0.5,1.6,1.1,0.8,1.5,0.3,9.1,2.7,0.3,6.81,1.11,0.28,0.91,0.83,0.09,0.06,0.03,0.03,98.09,3.58419,100A/95A/95A,2.55E+14,4, 
CL5_435308046CCS_F0191066CCAM01426P1.SAV,435308046,426,Solsville,41.5,5.3,2.3,0.86,0.46,0.15,10.4,3.5,0.7,17.9,3.9,0.6,8.5,2.4,0.6,7.3,2.3,0.5,2.1,0.62,0.21,0.24,0.57,0.07,0.13,0.05,1.26,88.95,3.58419,100A/95A/95A,1.67E+14,4, 
CL5_435308110CCS_F0191066CCAM01426P1.SAV,435308110,426,Solsville,44,5.1,3.2,0.66,0.41,0.06,10.6,3.5,1.4,16.4,3.6,1.4,5.7,1.9,2.2,8.1,2.5,0.8,2.1,0.62,0.42,0.23,0.57,0.06,0.15,0.06,0.67,87.88,3.58419,100A/95A/95A,1.13E+14,4, 
CL5_435308565CCS_F0191066CCAM02426P1.SAV,435308565,426,Manlius,35.4,6.1,1.3,1.68,0.67,0.08,9.4,3.5,0.5,28.6,4.9,1.1,2.9,1.6,0.1,5.4,1.8,0.3,1.98,0.63,0.12,0.84,0.8,0.1,0.18,0.06,0.01,86.28,3.12384,100A/95A/95A,1.04E+15,0,1
CL5_435308635CCS_F0191066CCAM02426P1.SAV,435308635,426,Manlius,55.6,5.1,0.9,0.92,0.48,0.02,18.9,3.7,0.7,14,3.2,1.1,1.3,1.5,0.2,3.1,1.2,0.6,5.19,0.93,0.29,1.53,1.07,0.16,0,0.02,0.01,100.51,3.12384,100A/95A/95A,3.30E+14,0,2
CL5_435308698CCS_F0191066CCAM02426P1.SAV,435308698,426,Manlius,50.1,5,0.9,0.79,0.45,0.02,17,3.7,0.8,16.1,3.6,0.6,3.4,1.7,0.4,10.3,2.9,1.4,3.71,0.67,0.64,1.01,0.87,0.24,0.14,0.05,0.02,102.58,3.12384,100A/95A/95A,2.61E+14,0,3
CL5_435308762CCS_F0191066CCAM02426P1.SAV,435308762,426,Manlius,48.5,4.9,1.7,0.86,0.46,0.05,17.7,3.7,0.2,18.2,3.9,1.4,1.7,1.5,0.2,7,2.3,0.6,5.2,0.93,0.24,1.74,1.12,0.17,0.12,0.05,0.02,100.94,3.12384,100A/95A/95A,4.15E+14,0,4
CL5_435308826CCS_F0191066CCAM02426P1.SAV,435308826,426,Manlius,39.5,5.5,1.3,2.2,0.81,0.17,17.6,3.7,1.1,31.8,5.2,1.6,1.4,1.5,0,1.5,0.9,0.1,3.54,0.65,0.32,1.66,1.1,0.17,0.14,0.05,0.02,99.46,3.12384,100A/95A/95A,2.48E+14,0,5
CL5_435577685CCS_F0200000CCAM01428P1.SAV,435577685,429,Hamilton,55.3,5.1,1.1,0.77,0.44,0.03,19.9,3.7,0.3,9.4,2.6,1.7,1,1.5,0.1,1.1,0.9,0.3,6.4,1.07,0.32,3.23,1.16,0.36,0.07,0.04,0.02,97.07,3.0553,100A/95A/95A,3.08E+14,12,1
CL5_435577762CCS_F0200000CCAM01428P1.SAV,435577762,429,Hamilton,42.1,5.2,1.5,0.95,0.48,0.08,12.1,3.6,1.7,20.3,4.3,1.1,3.8,1.7,0.5,10.1,2.9,1.6,2.3,0.61,0.15,1.09,0.91,0.18,0.2,0.07,0.03,92.93,3.0553,100A/95A/95A,5.76E+14,12,2
CL5_435577827CCS_F0200000CCAM01428P1.SAV,435577827,429,Hamilton,50.1,5,1.8,0.65,0.41,0.05,14.1,3.6,1.5,11.3,2.8,1.5,5.2,1.9,0.3,12.6,3.2,1.6,1.97,0.63,0.23,1.37,1.02,0.39,0.2,0.07,0.02,97.45,3.0553,100A/95A/95A,4.25E+14,12,3
CL5_435577893CCS_F0200000CCAM01428P1.SAV,435577893,429,Hamilton,49.3,5,1.4,0.84,0.46,0.03,15.1,3.6,1,17,3.7,0.7,4.5,1.8,0.3,6.5,2.1,1.3,2.76,0.61,0.18,2.21,1.18,0.21,0.15,0.06,0.02,98.41,3.0553,100A/95A/95A,5.70E+14,12,4
CL5_435577959CCS_F0200000CCAM01428P1.SAV,435577959,429,Hamilton,40.2,5.4,1.1,1.08,0.51,0.12,11,3.5,1,23,4.5,2.3,4.1,1.8,0.3,10.3,3,0.6,2.28,0.62,0.18,0.88,0.82,0.17,0.22,0.07,0.01,93.09,3.0553,100A/95A/95A,8.94E+14,12,5
CL5_435578395CCS_F0200000CCAM02428P1.SAV,435578395,429,Mount_Marion,38.6,5.7,3.1,1,0.49,0.06,13.4,3.6,1.1,22.7,4.5,1.4,3.3,1.7,0.1,11.9,3.1,1.4,2.12,0.62,0.27,0.79,0.78,0.24,0.19,0.06,0.02,93.97,2.98539,100A/95A/95A,5.04E+14,8,1
CL5_435578472CCS_F0200000CCAM02428P1.SAV,435578472,429,Mount_Marion,53.1,5.1,2.4,0.94,0.48,0.08,18.3,3.7,0.4,15.5,3.5,2.1,1.1,1.5,0.1,4.3,1.5,0.7,3.8,0.67,0.14,3.16,1.16,0.37,0.07,0.04,0.02,100.26,2.98539,100A/95A/95A,4.29E+14,8,2
