File,Target,Facies,Spacecraft Clock,Sol,Sequence ID,Observation Point,SiO2,+/-,SiO2 RMSEP,SiO2_shots_stdev,TiO2,+/-.1,TiO2 RMSEP,TiO2_shots_stdev,Al2O3,+/-.2,Al2O3 RMSEP,Al2O3_shots_stdev,FeOT,+/-.3,FeOT RMSEP,FeOT_shots_stdev,MgO,+/-.4,MgO RMSEP,MgO_shots_stdev,CaO,+/-.5,CaO RMSEP,CaO_shots_stdev,Na2O,+/-.6,Na2O RMSEP,Na2O_shots_stdev,K2O,+/-.7,K2O RMSEP,K2O_shots_stdev,MnO,+/-.8,MnO RMSEP,MnO_shots_stdev,Sum of Oxides,Distance (m),Laser Power,Spectrum Total
CL5_443304675CCS_F0250750CCAM01516P3.SAV,Oscar,5.0,443304675.0,516.0,CCAM01516,27.0,58.0,+/-,5.2,3.2,0.63,+/-,0.4,0.04,11.2,+/-,3.5,0.7,15.2,+/-,3.4,1.9,3.7,+/-,1.7,1.1,5.1,+/-,1.7,1.2,3.19,+/-,0.63,0.36,0.91,+/-,0.83,0.17,0.1,+/-,0.05,0.03,98.06,2.34246,100A/95A/95A,273000000000000.0
CL5_443304739CCS_F0250750CCAM01516P3.SAV,Oscar,5.0,443304739.0,516.0,CCAM01516,28.0,49.2,+/-,5.0,1.0,1.22,+/-,0.54,0.17,6.5,+/-,3.2,0.5,18.0,+/-,3.7,0.4,3.2,+/-,1.7,0.1,9.3,+/-,2.8,0.4,4.36,+/-,0.75,0.26,0.56,+/-,0.69,0.11,0.14,+/-,0.06,0.01,92.54,2.34246,100A/95A/95A,538000000000000.0
CL5_443304803CCS_F0250750CCAM01516P3.SAV,Oscar,5.0,443304803.0,516.0,CCAM01516,29.0,65.7,+/-,5.3,1.9,0.69,+/-,0.42,0.03,10.6,+/-,3.5,0.6,13.3,+/-,3.1,1.0,0.9,+/-,1.5,0.1,2.9,+/-,1.2,0.4,5.76,+/-,0.94,0.38,1.45,+/-,1.03,0.18,0.06,+/-,0.03,0.01,101.35,2.34246,100A/95A/95A,404000000000000.0
CL5_443304867CCS_F0250750CCAM01516P3.SAV,Oscar,5.0,443304867.0,516.0,CCAM01516,30.0,57.6,+/-,5.2,0.9,0.81,+/-,0.45,0.04,9.0,+/-,3.5,1.6,16.5,+/-,3.5,1.2,1.3,+/-,1.5,0.1,5.3,+/-,1.8,0.7,6.02,+/-,0.96,0.19,0.92,+/-,0.83,0.42,0.09,+/-,0.04,0.02,97.55,2.34246,100A/95A/95A,537000000000000.0
CL5_443304988CCS_F0250750CCAM01516P3.SAV,Oscar,5.0,443304988.0,516.0,CCAM01516,31.0,48.0,+/-,5.0,0.4,1.15,+/-,0.53,0.11,3.4,+/-,2.8,0.3,17.2,+/-,3.6,0.2,3.6,+/-,1.7,0.1,10.6,+/-,3.0,0.4,4.39,+/-,0.76,0.22,0.49,+/-,0.66,0.03,0.12,+/-,0.05,0.01,88.9,2.34246,100A/95A/95A,639000000000000.0
CL5_443305051CCS_F0250750CCAM01516P3.SAV,Oscar,5.0,443305051.0,516.0,CCAM01516,32.0,61.4,+/-,5.3,2.8,1.05,+/-,0.5,0.09,11.6,+/-,3.6,2.0,12.8,+/-,3.1,1.9,0.6,+/-,1.5,0.2,2.0,+/-,1.0,1.2,5.34,+/-,0.9,0.35,2.42,+/-,1.18,0.43,0.0,+/-,0.02,0.01,97.21,2.34246,100A/95A/95A,340000000000000.0
CL5_443305115CCS_F0250750CCAM01516P3.SAV,Oscar,5.0,443305115.0,516.0,CCAM01516,33.0,70.2,+/-,5.4,2.9,0.57,+/-,0.38,0.04,7.8,+/-,3.4,0.8,13.4,+/-,3.1,2.5,0.8,+/-,1.5,0.2,2.3,+/-,1.1,0.4,4.38,+/-,0.76,0.55,0.77,+/-,0.77,0.12,0.02,+/-,0.02,0.02,100.25,2.34246,100A/95A/95A,382000000000000.0
CL5_443305179CCS_F0250750CCAM01516P3.SAV,Oscar,5.0,443305179.0,516.0,CCAM01516,34.0,55.0,+/-,5.1,1.3,0.86,+/-,0.46,0.03,12.2,+/-,3.6,1.9,14.7,+/-,3.3,0.5,1.0,+/-,1.5,0.2,4.7,+/-,1.6,1.3,5.8,+/-,0.95,0.19,2.12,+/-,1.17,0.25,0.04,+/-,0.03,0.02,96.43,2.34246,100A/95A/95A,429000000000000.0
CL5_443305243CCS_F0250750CCAM01516P3.SAV,Oscar,5.0,443305243.0,516.0,CCAM01516,35.0,56.8,+/-,5.2,1.1,1.32,+/-,0.57,0.18,10.8,+/-,3.5,0.9,13.2,+/-,3.1,1.1,1.1,+/-,1.5,0.2,4.6,+/-,1.6,0.7,7.48,+/-,1.06,0.35,1.71,+/-,1.1,0.18,0.03,+/-,0.03,0.01,97.05,2.34246,100A/95A/95A,353000000000000.0
CL5_443305363CCS_F0250750CCAM01516P3.SAV,Oscar,5.0,443305363.0,516.0,CCAM01516,36.0,55.1,+/-,5.1,0.7,2.72,+/-,1.04,0.18,6.7,+/-,3.3,0.5,17.2,+/-,3.6,0.8,2.2,+/-,1.6,0.1,5.5,+/-,1.8,0.7,4.46,+/-,0.77,0.26,0.97,+/-,0.85,0.11,0.07,+/-,0.04,0.01,94.82,2.34193,100A/95A/95A,701000000000000.0
CL5_443305529CCS_F0250750CCAM01516P3.SAV,Oscar,5.0,443305529.0,516.0,CCAM01516,37.0,47.3,+/-,5.0,0.5,3.27,+/-,1.37,0.49,1.1,+/-,2.6,0.3,16.6,+/-,3.5,0.7,2.3,+/-,1.6,0.1,4.3,+/-,1.5,0.4,5.87,+/-,0.95,0.36,0.23,+/-,0.58,0.04,0.1,+/-,0.05,0.01,81.07,2.34193,100A/95A/95A,953000000000000.0
CL5_443305593CCS_F0250750CCAM01516P3.SAV,Oscar,5.0,443305593.0,516.0,CCAM01516,38.0,50.7,+/-,5.0,0.8,0.7,+/-,0.42,0.03,4.2,+/-,2.9,0.8,16.7,+/-,3.6,1.5,1.9,+/-,1.6,0.1,5.0,+/-,1.7,0.9,5.63,+/-,0.93,0.47,0.32,+/-,0.6,0.12,0.09,+/-,0.04,0.01,85.2,2.34193,100A/95A/95A,613000000000000.0
CL5_443305657CCS_F0250750CCAM01516P3.SAV,Oscar,5.0,443305657.0,516.0,CCAM01516,39.0,56.9,+/-,5.2,1.2,3.32,+/-,1.4,0.16,11.6,+/-,3.6,1.1,17.1,+/-,3.6,0.5,0.9,+/-,1.5,0.1,1.5,+/-,1.0,0.5,4.55,+/-,0.78,0.25,1.92,+/-,1.14,0.17,0.03,+/-,0.03,0.01,97.86,2.34193,100A/95A/95A,579000000000000.0
CL5_443305721CCS_F0250750CCAM01516P3.SAV,Oscar,5.0,443305721.0,516.0,CCAM01516,40.0,53.6,+/-,5.1,1.1,0.65,+/-,0.41,0.01,7.4,+/-,3.4,1.7,15.1,+/-,3.4,0.6,2.0,+/-,1.6,0.2,8.5,+/-,2.6,1.0,4.65,+/-,0.8,0.22,0.48,+/-,0.66,0.19,0.09,+/-,0.04,0.02,92.47,2.34193,100A/95A/95A,478000000000000.0
CL5_443305842CCS_F0250750CCAM01516P3.SAV,Oscar,5.0,443305842.0,516.0,CCAM01516,41.0,55.5,+/-,5.1,0.6,0.69,+/-,0.42,0.02,7.2,+/-,3.3,0.4,17.6,+/-,3.7,1.0,1.9,+/-,1.6,0.1,1.1,+/-,0.9,0.1,3.61,+/-,0.66,0.13,1.28,+/-,0.97,0.16,0.91,+/-,0.35,0.29,89.72,2.34193,100A/95A/95A,620000000000000.0
CL5_443305905CCS_F0250750CCAM01516P3.SAV,Oscar,5.0,443305905.0,516.0,CCAM01516,42.0,52.5,+/-,5.0,0.4,1.85,+/-,0.71,0.18,8.1,+/-,3.4,0.6,17.5,+/-,3.7,0.8,2.2,+/-,1.6,0.1,5.7,+/-,1.9,0.8,4.79,+/-,0.82,0.22,1.23,+/-,0.96,0.13,0.03,+/-,0.03,0.01,93.87,2.34193,100A/95A/95A,646000000000000.0
CL5_443305969CCS_F0250750CCAM01516P3.SAV,Oscar,5.0,443305969.0,516.0,CCAM01516,43.0,50.8,+/-,5.0,0.6,0.62,+/-,0.4,0.01,5.0,+/-,3.0,1.2,16.4,+/-,3.5,0.3,2.4,+/-,1.6,0.2,9.9,+/-,2.9,0.6,5.94,+/-,0.96,0.22,0.45,+/-,0.65,0.19,0.13,+/-,0.05,0.02,91.71,2.34193,100A/95A/95A,435000000000000.0
CL5_443306033CCS_F0250750CCAM01516P3.SAV,Oscar,5.0,443306033.0,516.0,CCAM01516,44.0,56.4,+/-,5.2,1.1,1.21,+/-,0.54,0.06,6.4,+/-,3.2,0.4,15.1,+/-,3.4,1.3,1.8,+/-,1.6,0.1,3.0,+/-,1.2,0.5,6.49,+/-,1.0,0.19,0.63,+/-,0.72,0.07,0.04,+/-,0.03,0.01,91.07,2.34193,100A/95A/95A,541000000000000.0
CL5_443306097CCS_F0250750CCAM01516P3.SAV,Oscar,5.0,443306097.0,516.0,CCAM01516,45.0,44.4,+/-,5.1,0.5,1.7,+/-,0.67,0.16,6.3,+/-,3.2,0.7,19.0,+/-,3.8,0.1,9.2,+/-,2.5,1.6,4.1,+/-,1.5,0.8,3.32,+/-,0.64,0.12,0.53,+/-,0.68,0.08,0.18,+/-,0.06,0.01,88.69,2.34193,100A/95A/95A,973000000000000.0
