File,Target,Facies,Spacecraft Clock,Sol,Sequence ID,Observation Point,SiO2,+/-,SiO2 RMSEP,SiO2_shots_stdev,TiO2,+/-.1,TiO2 RMSEP,TiO2_shots_stdev,Al2O3,+/-.2,Al2O3 RMSEP,Al2O3_shots_stdev,FeOT,+/-.3,FeOT RMSEP,FeOT_shots_stdev,MgO,+/-.4,MgO RMSEP,MgO_shots_stdev,CaO,+/-.5,CaO RMSEP,CaO_shots_stdev,Na2O,+/-.6,Na2O RMSEP,Na2O_shots_stdev,K2O,+/-.7,K2O RMSEP,K2O_shots_stdev,MnO,+/-.8,MnO RMSEP,MnO_shots_stdev,Sum of Oxides,Distance (m),Laser Power,Spectrum Total
CL5_424657773CCS_F0060450CCAM01305P3.SAV,Measles_Point,2.0,424657773.0,305.0,CCAM01305,8.0,41.9,+/-,5.3,0.6,1.74,+/-,0.68,0.15,9.0,+/-,3.5,0.8,22.7,+/-,4.2,0.9,6.0,+/-,2.0,0.9,2.4,+/-,1.1,0.3,2.81,+/-,0.62,0.14,0.82,+/-,0.79,0.1,0.17,+/-,0.06,0.01,87.48,2.26229,100A/60A/60A,660000000000000.0
CL5_424657839CCS_F0060450CCAM01305P3.SAV,Measles_Point,2.0,424657839.0,305.0,CCAM01305,9.0,1.4,+/-,6.7,0.3,0.0,+/-,0.2,0.05,0.5,+/-,2.6,0.1,2.7,+/-,1.8,1.5,3.1,+/-,1.7,0.4,33.6,+/-,6.2,1.8,0.92,+/-,0.53,0.03,0.03,+/-,0.52,0.01,0.05,+/-,0.03,0.03,42.27,2.26377,100A/60A/60A,235000000000000.0
CL5_424660779CCS_F0060450CCAM04305P3.SAV,Nancroix,2.0,424660779.0,305.0,CCAM04305,1.0,38.0,+/-,5.8,1.0,0.8,+/-,0.45,0.02,6.7,+/-,3.3,0.4,22.6,+/-,4.1,0.6,12.9,+/-,3.0,1.5,4.6,+/-,1.6,1.0,2.67,+/-,0.62,0.23,0.46,+/-,0.65,0.06,0.28,+/-,0.09,0.03,88.98,2.30706,100A/60A/60A,441000000000000.0
CL5_424660857CCS_F0060450CCAM04305P3.SAV,Nancroix,2.0,424660857.0,305.0,CCAM04305,2.0,39.2,+/-,5.6,0.8,0.93,+/-,0.48,0.07,6.6,+/-,3.3,0.5,21.3,+/-,4.0,0.3,14.2,+/-,3.2,0.8,5.0,+/-,1.7,1.1,1.56,+/-,0.63,0.1,0.34,+/-,0.61,0.06,0.22,+/-,0.07,0.02,89.31,2.30706,100A/60A/60A,498000000000000.0
CL5_424660922CCS_F0060450CCAM04305P3.SAV,Nancroix,2.0,424660922.0,305.0,CCAM04305,3.0,47.5,+/-,5.0,0.8,1.38,+/-,0.58,0.08,10.6,+/-,3.5,0.4,19.8,+/-,3.9,0.5,5.0,+/-,1.9,0.2,5.0,+/-,1.7,0.5,2.66,+/-,0.62,0.13,0.6,+/-,0.7,0.08,0.13,+/-,0.05,0.01,92.69,2.30706,100A/60A/60A,392000000000000.0
CL5_424660988CCS_F0060450CCAM04305P3.SAV,Nancroix,2.0,424660988.0,305.0,CCAM04305,4.0,37.6,+/-,5.8,0.3,1.07,+/-,0.51,0.04,6.6,+/-,3.3,0.2,24.2,+/-,4.3,0.6,9.9,+/-,2.6,0.8,5.9,+/-,1.9,0.2,1.99,+/-,0.63,0.13,0.53,+/-,0.68,0.08,0.23,+/-,0.07,0.02,87.99,2.30706,100A/60A/60A,514000000000000.0
CL5_424661054CCS_F0060450CCAM04305P3.SAV,Nancroix,2.0,424661054.0,305.0,CCAM04305,5.0,46.6,+/-,5.0,0.8,0.92,+/-,0.48,0.04,11.2,+/-,3.5,0.5,20.1,+/-,3.9,0.2,7.1,+/-,2.1,0.5,6.3,+/-,2.1,0.9,3.11,+/-,0.63,0.2,0.75,+/-,0.76,0.06,0.14,+/-,0.06,0.01,96.22,2.31529,100A/60A/60A,425000000000000.0
CL5_447824989CCS_F0290566CCAM01567P3.SAV,Pillara,2.0,447824989.0,567.0,CCAM01567,1.0,46.5,+/-,5.0,1.4,1.62,+/-,0.65,0.13,17.6,+/-,3.7,1.0,21.4,+/-,4.0,1.3,2.3,+/-,1.6,0.1,5.2,+/-,1.7,0.5,4.19,+/-,0.73,0.2,2.77,+/-,1.17,0.31,0.19,+/-,0.06,0.02,101.79,4.22393,100A/95A/95A,394000000000000.0
CL5_447825059CCS_F0290566CCAM01567P3.SAV,Pillara,2.0,447825059.0,567.0,CCAM01567,2.0,36.7,+/-,6.0,0.4,1.54,+/-,0.63,0.06,12.5,+/-,3.6,0.6,40.4,+/-,4.8,0.6,1.5,+/-,1.5,0.0,2.3,+/-,1.1,0.1,3.52,+/-,0.66,0.15,1.77,+/-,1.12,0.16,2.4,+/-,0.72,0.06,102.52,4.22393,100A/95A/95A,1110000000000000.0
CL5_447825123CCS_F0290566CCAM01567P3.SAV,Pillara,2.0,447825123.0,567.0,CCAM01567,3.0,55.8,+/-,5.1,0.7,0.2,+/-,0.25,0.05,26.3,+/-,4.0,0.9,1.7,+/-,1.7,0.6,0.7,+/-,1.5,0.2,1.3,+/-,0.9,0.5,8.7,+/-,1.13,0.51,4.08,+/-,1.24,0.16,0.04,+/-,0.03,0.64,98.82,4.22393,100A/95A/95A,83400000000000.0
CL5_447825248CCS_F0290566CCAM01567P3.SAV,Pillara,2.0,447825248.0,567.0,CCAM01567,4.0,35.3,+/-,6.2,1.1,3.73,+/-,1.61,0.2,8.2,+/-,3.4,0.3,33.9,+/-,4.6,0.6,2.7,+/-,1.6,0.1,7.3,+/-,2.3,0.5,2.37,+/-,0.62,0.13,0.84,+/-,0.8,0.06,0.25,+/-,0.08,0.01,94.54,4.22054,100A/95A/95A,1300000000000000.0
CL5_447825414CCS_F0290566CCAM01567P3.SAV,Pillara,2.0,447825414.0,567.0,CCAM01567,5.0,40.2,+/-,5.5,1.4,0.89,+/-,0.47,0.02,18.1,+/-,3.7,0.4,30.4,+/-,4.5,0.9,1.8,+/-,1.6,0.2,6.0,+/-,2.0,0.6,4.34,+/-,0.75,0.31,1.88,+/-,1.14,0.14,0.92,+/-,0.35,0.27,104.6,4.22054,100A/95A/95A,484000000000000.0
CL5_447825478CCS_F0290566CCAM01567P3.SAV,Pillara,2.0,447825478.0,567.0,CCAM01567,6.0,53.4,+/-,5.1,0.8,0.2,+/-,0.25,0.02,29.0,+/-,4.1,0.4,0.0,+/-,1.6,0.0,0.3,+/-,1.5,0.1,9.1,+/-,2.7,0.3,7.54,+/-,1.06,0.47,0.94,+/-,0.84,0.12,3.57,+/-,0.72,1.87,103.93,4.22054,100A/95A/95A,114000000000000.0
CL5_447825604CCS_F0290566CCAM01567P3.SAV,Pillara,2.0,447825604.0,567.0,CCAM01567,7.0,39.3,+/-,5.6,2.2,0.91,+/-,0.47,0.04,18.2,+/-,3.7,0.4,31.2,+/-,4.5,1.9,1.9,+/-,1.6,0.1,6.3,+/-,2.1,0.6,4.2,+/-,0.73,0.21,2.08,+/-,1.16,0.12,0.24,+/-,0.07,0.1,104.36,4.22734,100A/95A/95A,420000000000000.0
CL5_447825770CCS_F0290566CCAM01567P3.SAV,Pillara,2.0,447825770.0,567.0,CCAM01567,8.0,37.2,+/-,5.9,1.2,1.01,+/-,0.5,0.02,17.0,+/-,3.7,0.7,36.5,+/-,4.7,1.1,1.7,+/-,1.6,0.1,4.7,+/-,1.6,1.0,4.02,+/-,0.7,0.22,1.94,+/-,1.15,0.11,1.75,+/-,0.72,0.23,105.71,4.22734,100A/95A/95A,604000000000000.0
CL5_447825834CCS_F0290566CCAM01567P3.SAV,Pillara,2.0,447825834.0,567.0,CCAM01567,9.0,40.9,+/-,5.4,0.7,0.82,+/-,0.45,0.03,15.3,+/-,3.6,0.7,31.6,+/-,4.6,1.2,2.7,+/-,1.6,0.2,9.4,+/-,2.8,0.7,3.7,+/-,0.67,0.14,2.02,+/-,1.16,0.13,2.17,+/-,0.72,0.19,108.66,4.22734,100A/95A/95A,481000000000000.0
CL5_408231645CCS_F0050742CCAM02121P3.SAV,Port_Radium_1,2.0,408231645.0,121.0,CCAM02121,1.0,49.2,+/-,5.0,1.2,0.83,+/-,0.46,0.05,9.6,+/-,3.5,0.8,17.8,+/-,3.7,0.6,7.5,+/-,2.2,0.5,7.7,+/-,2.4,0.8,2.37,+/-,0.62,0.22,0.81,+/-,0.79,0.16,0.1,+/-,0.05,0.02,95.9,3.16261,100A/95A/95A,716000000000000.0
CL5_408231714CCS_F0050742CCAM02121P3.SAV,Port_Radium_1,2.0,408231714.0,121.0,CCAM02121,2.0,45.2,+/-,5.0,0.6,1.17,+/-,0.53,0.06,7.7,+/-,3.4,0.6,20.4,+/-,4.0,0.2,8.2,+/-,2.3,0.8,4.0,+/-,1.5,0.3,2.68,+/-,0.62,0.14,0.68,+/-,0.74,0.08,0.12,+/-,0.05,0.01,90.28,3.16261,100A/95A/95A,963000000000000.0
CL5_408231781CCS_F0050742CCAM02121P3.SAV,Port_Radium_1,2.0,408231781.0,121.0,CCAM02121,3.0,47.5,+/-,5.0,0.5,0.91,+/-,0.47,0.02,9.3,+/-,3.5,0.6,18.6,+/-,3.8,0.6,7.8,+/-,2.3,0.5,7.3,+/-,2.3,0.7,2.69,+/-,0.62,0.1,0.5,+/-,0.67,0.04,0.14,+/-,0.06,0.01,94.8,3.16261,100A/95A/95A,698000000000000.0
CL5_408231848CCS_F0050742CCAM02121P3.SAV,Port_Radium_1,2.0,408231848.0,121.0,CCAM02121,4.0,43.2,+/-,5.2,0.7,1.28,+/-,0.56,0.09,9.5,+/-,3.5,0.4,24.0,+/-,4.2,1.1,7.0,+/-,2.1,0.4,3.6,+/-,1.3,0.4,2.79,+/-,0.62,0.17,0.84,+/-,0.8,0.08,0.15,+/-,0.06,0.01,92.34,3.16261,100A/95A/95A,790000000000000.0
CL5_408231915CCS_F0050742CCAM02121P3.SAV,Port_Radium_1,2.0,408231915.0,121.0,CCAM02121,5.0,43.7,+/-,5.1,0.7,0.8,+/-,0.45,0.05,7.7,+/-,3.4,0.5,22.8,+/-,4.2,0.4,12.5,+/-,3.0,0.7,4.4,+/-,1.5,0.4,2.66,+/-,0.62,0.2,0.62,+/-,0.71,0.07,0.22,+/-,0.07,0.02,95.35,3.16261,100A/95A/95A,387000000000000.0
CL5_439130643CCS_F0230890CCAM02469P3.SAV,Skunnemunk,2.0,439130643.0,469.0,CCAM02469,1.0,43.6,+/-,5.1,0.7,0.99,+/-,0.49,0.05,13.9,+/-,3.6,1.5,19.5,+/-,3.9,0.4,3.6,+/-,1.7,0.2,8.9,+/-,2.7,0.8,2.36,+/-,0.62,0.14,0.86,+/-,0.81,0.15,0.26,+/-,0.08,0.02,94.02,2.89993,100A/95A/95A,650000000000000.0
CL5_439130713CCS_F0230890CCAM02469P3.SAV,Skunnemunk,2.0,439130713.0,469.0,CCAM02469,2.0,38.7,+/-,5.7,1.2,1.15,+/-,0.53,0.04,10.4,+/-,3.5,0.5,25.3,+/-,4.3,1.0,3.4,+/-,1.7,0.1,8.3,+/-,2.5,0.4,2.24,+/-,0.62,0.16,0.78,+/-,0.78,0.09,0.26,+/-,0.08,0.01,90.6,2.89993,100A/95A/95A,509000000000000.0
CL5_439130777CCS_F0230890CCAM02469P3.SAV,Skunnemunk,2.0,439130777.0,469.0,CCAM02469,3.0,56.6,+/-,5.2,0.5,0.78,+/-,0.44,0.01,24.2,+/-,3.9,0.9,0.4,+/-,1.6,0.5,0.6,+/-,1.5,0.3,8.5,+/-,2.6,0.3,5.83,+/-,0.95,0.22,0.4,+/-,0.63,0.04,0.08,+/-,0.04,0.01,97.39,2.89993,100A/95A/95A,83100000000000.0
CL5_439130898CCS_F0230890CCAM02469P3.SAV,Skunnemunk,2.0,439130898.0,469.0,CCAM02469,4.0,51.1,+/-,5.0,0.6,1.71,+/-,0.68,0.18,19.5,+/-,3.7,0.2,18.1,+/-,3.7,0.4,1.3,+/-,1.5,0.1,2.7,+/-,1.2,0.4,5.04,+/-,0.86,0.15,2.36,+/-,1.18,0.22,0.14,+/-,0.06,0.02,102.07,2.89751,100A/95A/95A,488000000000000.0
CL5_439131065CCS_F0230890CCAM02469P3.SAV,Skunnemunk,2.0,439131065.0,469.0,CCAM02469,5.0,57.1,+/-,5.2,0.7,0.76,+/-,0.44,0.01,20.2,+/-,3.7,0.7,3.6,+/-,1.9,1.1,1.7,+/-,1.6,0.1,5.4,+/-,1.8,0.5,5.72,+/-,0.94,0.16,1.51,+/-,1.05,0.1,0.06,+/-,0.03,0.02,96.04,2.89751,100A/95A/95A,201000000000000.0
CL5_439131129CCS_F0230890CCAM02469P3.SAV,Skunnemunk,2.0,439131129.0,469.0,CCAM02469,6.0,56.6,+/-,5.2,1.4,0.83,+/-,0.46,0.04,20.4,+/-,3.7,0.7,9.9,+/-,2.7,2.3,1.2,+/-,1.5,0.2,3.5,+/-,1.3,0.3,5.57,+/-,0.92,0.29,2.72,+/-,1.17,0.29,0.09,+/-,0.04,0.02,100.84,2.89751,100A/95A/95A,282000000000000.0
CL5_439131250CCS_F0230890CCAM02469P3.SAV,Skunnemunk,2.0,439131250.0,469.0,CCAM02469,7.0,56.4,+/-,5.2,0.5,0.74,+/-,0.43,0.01,21.8,+/-,3.8,0.7,1.3,+/-,1.7,0.8,0.9,+/-,1.5,0.2,6.9,+/-,2.2,0.7,6.13,+/-,0.97,0.2,0.79,+/-,0.78,0.23,0.04,+/-,0.03,0.02,94.9,2.88549,100A/95A/95A,266000000000000.0
CL5_439131416CCS_F0230890CCAM02469P3.SAV,Skunnemunk,2.0,439131416.0,469.0,CCAM02469,8.0,55.3,+/-,5.1,0.9,0.85,+/-,0.46,0.03,17.4,+/-,3.7,0.3,14.8,+/-,3.3,0.9,1.5,+/-,1.5,0.2,4.1,+/-,1.5,0.8,4.46,+/-,0.77,0.2,2.63,+/-,1.17,0.22,0.11,+/-,0.05,0.02,101.18,2.88549,100A/95A/95A,398000000000000.0
CL5_439131480CCS_F0230890CCAM02469P3.SAV,Skunnemunk,2.0,439131480.0,469.0,CCAM02469,9.0,42.4,+/-,5.2,0.5,1.2,+/-,0.54,0.1,12.1,+/-,3.6,0.4,24.2,+/-,4.3,1.5,3.8,+/-,1.7,0.2,7.0,+/-,2.2,0.4,2.67,+/-,0.62,0.11,1.04,+/-,0.88,0.07,0.21,+/-,0.07,0.01,94.59,2.88549,100A/95A/95A,751000000000000.0
CL5_428204195CCS_F0100288CCAM02346P3.SAV,Tete_Jaune,2.0,428204195.0,346.0,CCAM02346,1.0,48.3,+/-,5.0,0.9,0.77,+/-,0.44,0.02,9.4,+/-,3.5,0.5,18.8,+/-,3.8,0.2,6.6,+/-,2.1,0.2,8.6,+/-,2.6,0.8,2.91,+/-,0.62,0.3,0.3,+/-,0.6,0.02,0.17,+/-,0.06,0.01,95.75,2.26525,100A/60A/60A,373000000000000.0
CL5_428204264CCS_F0100288CCAM02346P3.SAV,Tete_Jaune,2.0,428204264.0,346.0,CCAM02346,2.0,44.9,+/-,5.1,4.0,0.82,+/-,0.45,0.12,9.8,+/-,3.5,0.9,19.0,+/-,3.8,0.5,8.2,+/-,2.3,0.5,6.9,+/-,2.2,0.4,1.78,+/-,0.64,0.23,0.14,+/-,0.55,0.04,0.14,+/-,0.06,0.03,91.73,2.26525,100A/60A/60A,127000000000000.0
CL5_428204327CCS_F0100288CCAM02346P3.SAV,Tete_Jaune,2.0,428204327.0,346.0,CCAM02346,3.0,41.0,+/-,5.4,1.6,0.74,+/-,0.43,0.07,8.0,+/-,3.4,0.6,19.1,+/-,3.8,0.5,8.5,+/-,2.4,0.6,6.5,+/-,2.1,0.4,1.58,+/-,0.63,0.12,0.14,+/-,0.55,0.03,0.09,+/-,0.04,0.01,85.58,2.26525,100A/60A/60A,245000000000000.0
CL5_428204451CCS_F0100288CCAM02346P3.SAV,Tete_Jaune,2.0,428204451.0,346.0,CCAM02346,4.0,55.7,+/-,5.1,0.5,0.88,+/-,0.47,0.05,19.4,+/-,3.7,0.5,10.3,+/-,2.7,1.0,4.0,+/-,1.8,0.3,8.7,+/-,2.6,0.4,5.25,+/-,0.89,0.21,0.6,+/-,0.7,0.09,0.12,+/-,0.05,0.02,104.9,2.26525,100A/60A/60A,106000000000000.0
CL5_428204515CCS_F0100288CCAM02346P3.SAV,Tete_Jaune,2.0,428204515.0,346.0,CCAM02346,5.0,46.2,+/-,5.0,1.3,0.84,+/-,0.46,0.03,13.6,+/-,3.6,2.1,19.6,+/-,3.9,0.5,5.3,+/-,1.9,1.5,6.8,+/-,2.2,0.4,2.76,+/-,0.62,0.35,0.22,+/-,0.57,0.03,0.15,+/-,0.06,0.02,95.44,2.26673,100A/60A/60A,265000000000000.0
CL5_428204680CCS_F0100288CCAM02346P3.SAV,Tete_Jaune,2.0,428204680.0,346.0,CCAM02346,6.0,47.0,+/-,5.0,1.8,1.03,+/-,0.5,0.16,9.9,+/-,3.5,0.7,21.0,+/-,4.0,0.7,6.6,+/-,2.1,0.4,6.0,+/-,2.0,0.3,3.08,+/-,0.63,0.3,0.37,+/-,0.62,0.04,0.2,+/-,0.07,0.01,95.22,2.26673,100A/60A/60A,518000000000000.0
CL5_428204805CCS_F0100288CCAM02346P3.SAV,Tete_Jaune,2.0,428204805.0,346.0,CCAM02346,7.0,41.2,+/-,5.3,0.6,0.74,+/-,0.43,0.02,4.7,+/-,3.0,0.2,19.1,+/-,3.8,0.2,4.8,+/-,1.8,0.2,15.1,+/-,3.4,0.4,1.27,+/-,0.6,0.11,0.06,+/-,0.53,0.01,0.19,+/-,0.06,0.01,87.03,2.26673,100A/60A/60A,492000000000000.0
CL5_428204868CCS_F0100288CCAM02346P3.SAV,Tete_Jaune,2.0,428204868.0,346.0,CCAM02346,8.0,56.3,+/-,5.2,0.3,0.74,+/-,0.43,0.01,18.2,+/-,3.7,0.3,6.9,+/-,2.3,0.9,1.2,+/-,1.5,0.1,7.4,+/-,2.4,0.1,6.96,+/-,1.02,0.18,1.08,+/-,0.9,0.05,0.06,+/-,0.03,0.01,98.96,2.26673,100A/60A/60A,250000000000000.0
CL5_428204932CCS_F0100288CCAM02346P3.SAV,Tete_Jaune,2.0,428204932.0,346.0,CCAM02346,9.0,44.9,+/-,5.1,0.4,0.71,+/-,0.42,0.02,7.8,+/-,3.4,0.5,20.2,+/-,3.9,0.5,6.8,+/-,2.1,0.3,9.9,+/-,2.9,0.3,2.34,+/-,0.62,0.22,0.18,+/-,0.56,0.03,0.23,+/-,0.07,0.01,93.1,2.27519,100A/60A/60A,493000000000000.0
CL5_443653600CCS_F0251070CCAM02520P3.SAV,Togo,2.0,443653600.0,520.0,CCAM02520,1.0,62.9,+/-,5.3,0.6,0.22,+/-,0.26,0.23,24.9,+/-,3.9,0.5,0.1,+/-,1.6,0.0,0.3,+/-,1.5,0.0,5.4,+/-,1.8,0.3,6.84,+/-,1.02,0.28,4.16,+/-,1.26,0.21,0.09,+/-,0.04,0.02,104.84,3.5003,100A/95A/95A,173000000000000.0
CL5_443653670CCS_F0251070CCAM02520P3.SAV,Togo,2.0,443653670.0,520.0,CCAM02520,2.0,55.7,+/-,5.1,0.4,0.79,+/-,0.45,0.01,23.3,+/-,3.9,0.3,0.6,+/-,1.7,0.4,0.8,+/-,1.5,0.2,8.4,+/-,2.6,0.4,6.96,+/-,1.02,0.17,0.65,+/-,0.72,0.08,0.08,+/-,0.04,0.02,97.4,3.5003,100A/95A/95A,232000000000000.0
CL5_443653733CCS_F0251070CCAM02520P3.SAV,Togo,2.0,443653733.0,520.0,CCAM02520,3.0,57.7,+/-,5.2,2.3,0.21,+/-,0.25,0.06,23.1,+/-,3.8,0.8,0.8,+/-,1.7,0.8,0.9,+/-,1.5,0.4,7.9,+/-,2.5,0.5,7.06,+/-,1.03,0.16,1.65,+/-,1.09,0.11,0.1,+/-,0.05,0.05,99.38,3.5003,100A/95A/95A,191000000000000.0
CL5_443653857CCS_F0251070CCAM02520P3.SAV,Togo,2.0,443653857.0,520.0,CCAM02520,4.0,53.1,+/-,5.1,0.4,0.76,+/-,0.44,0.01,19.2,+/-,3.7,0.3,9.6,+/-,2.6,0.3,1.5,+/-,1.5,0.1,7.1,+/-,2.3,0.3,5.17,+/-,0.88,0.19,0.93,+/-,0.84,0.11,0.08,+/-,0.04,0.02,97.33,3.49446,100A/95A/95A,305000000000000.0
CL5_443654024CCS_F0251070CCAM02520P3.SAV,Togo,2.0,443654024.0,520.0,CCAM02520,5.0,62.1,+/-,5.3,1.9,0.7,+/-,0.42,0.08,13.5,+/-,3.6,1.6,11.0,+/-,2.8,1.3,1.2,+/-,1.5,0.3,6.1,+/-,2.0,0.8,5.68,+/-,0.94,0.5,3.53,+/-,1.18,0.61,0.22,+/-,0.07,0.02,103.99,3.49446,100A/95A/95A,313000000000000.0
CL5_443654088CCS_F0251070CCAM02520P3.SAV,Togo,2.0,443654088.0,520.0,CCAM02520,6.0,59.2,+/-,5.2,2.0,0.23,+/-,0.26,0.19,24.4,+/-,3.9,0.4,0.3,+/-,1.6,0.3,0.3,+/-,1.5,0.0,5.8,+/-,1.9,1.0,6.79,+/-,1.01,0.5,3.36,+/-,1.17,0.8,0.09,+/-,0.04,0.03,100.52,3.49446,100A/95A/95A,200000000000000.0
CL5_443654213CCS_F0251070CCAM02520P3.SAV,Togo,2.0,443654213.0,520.0,CCAM02520,7.0,56.6,+/-,5.2,0.4,0.73,+/-,0.43,0.01,22.1,+/-,3.8,0.5,2.4,+/-,1.8,0.7,0.7,+/-,1.5,0.1,9.5,+/-,2.8,0.4,6.98,+/-,1.03,0.25,1.31,+/-,0.99,0.2,0.1,+/-,0.05,0.02,100.36,3.49329,100A/95A/95A,236000000000000.0
CL5_443654379CCS_F0251070CCAM02520P3.SAV,Togo,2.0,443654379.0,520.0,CCAM02520,8.0,58.5,+/-,5.2,0.6,0.73,+/-,0.43,0.1,23.3,+/-,3.9,1.1,3.8,+/-,1.9,2.0,0.3,+/-,1.5,0.0,5.0,+/-,1.7,0.4,6.55,+/-,1.0,0.26,3.01,+/-,1.16,0.47,0.06,+/-,0.03,0.03,101.26,3.49329,100A/95A/95A,205000000000000.0
CL5_443654443CCS_F0251070CCAM02520P3.SAV,Togo,2.0,443654443.0,520.0,CCAM02520,9.0,52.3,+/-,5.0,0.8,0.8,+/-,0.45,0.01,18.2,+/-,3.7,0.4,13.9,+/-,3.2,0.9,2.6,+/-,1.6,0.2,5.4,+/-,1.8,0.4,5.01,+/-,0.86,0.25,1.62,+/-,1.08,0.11,0.08,+/-,0.04,0.02,99.99,3.49329,100A/95A/95A,364000000000000.0
CL5_436371401CCS_F0211028CCAM01438P3.SAV,Union_Springs,2.0,436371401.0,438.0,CCAM01438,1.0,54.6,+/-,5.1,0.7,0.69,+/-,0.42,0.01,19.4,+/-,3.7,0.3,10.1,+/-,2.7,1.3,0.8,+/-,1.5,0.1,2.1,+/-,1.1,0.7,8.39,+/-,1.11,0.34,2.26,+/-,1.17,0.16,0.02,+/-,0.02,0.02,98.35,3.30251,100A/95A/95A,307000000000000.0
CL5_436371470CCS_F0211028CCAM01438P3.SAV,Union_Springs,2.0,436371470.0,438.0,CCAM01438,2.0,41.3,+/-,5.3,0.7,1.31,+/-,0.57,0.1,11.3,+/-,3.5,0.7,25.9,+/-,4.4,0.9,3.1,+/-,1.7,0.1,8.6,+/-,2.6,0.5,2.58,+/-,0.62,0.22,0.56,+/-,0.69,0.14,0.2,+/-,0.07,0.01,94.92,3.30251,100A/95A/95A,893000000000000.0
CL5_436371534CCS_F0211028CCAM01438P3.SAV,Union_Springs,2.0,436371534.0,438.0,CCAM01438,3.0,42.2,+/-,5.2,1.1,1.09,+/-,0.51,0.03,13.6,+/-,3.6,0.5,28.2,+/-,4.5,1.3,2.5,+/-,1.6,0.1,6.2,+/-,2.0,0.8,2.91,+/-,0.62,0.12,1.7,+/-,1.1,0.42,0.22,+/-,0.07,0.01,98.67,3.30251,100A/95A/95A,962000000000000.0
CL5_436371598CCS_F0211028CCAM01438P3.SAV,Union_Springs,2.0,436371598.0,438.0,CCAM01438,4.0,41.6,+/-,5.3,1.1,1.19,+/-,0.54,0.15,11.3,+/-,3.5,0.6,20.8,+/-,4.0,1.5,3.0,+/-,1.7,0.2,11.9,+/-,3.1,1.7,2.65,+/-,0.62,0.19,1.49,+/-,1.05,0.21,0.17,+/-,0.06,0.01,94.19,3.30251,100A/95A/95A,640000000000000.0
CL5_436371810CCS_F0211028CCAM01438P3.SAV,Union_Springs,2.0,436371810.0,438.0,CCAM01438,5.0,64.1,+/-,5.3,0.4,0.29,+/-,0.28,0.18,21.8,+/-,3.8,0.9,2.0,+/-,1.7,0.6,0.7,+/-,1.5,0.4,2.2,+/-,1.1,0.6,4.5,+/-,0.78,0.55,5.85,+/-,1.46,0.62,0.04,+/-,0.03,0.02,101.33,3.33091,100A/95A/95A,230000000000000.0
CL5_436371875CCS_F0211028CCAM01438P3.SAV,Union_Springs,2.0,436371875.0,438.0,CCAM01438,6.0,55.0,+/-,5.1,0.5,0.22,+/-,0.26,0.25,25.7,+/-,4.0,0.5,0.1,+/-,1.6,0.0,0.7,+/-,1.5,0.2,9.1,+/-,2.7,0.2,7.29,+/-,1.04,0.24,0.92,+/-,0.83,0.1,0.04,+/-,0.03,0.79,99.11,3.33091,100A/95A/95A,201000000000000.0
CL5_436371939CCS_F0211028CCAM01438P3.SAV,Union_Springs,2.0,436371939.0,438.0,CCAM01438,7.0,45.5,+/-,5.0,1.4,0.9,+/-,0.47,0.03,15.4,+/-,3.6,1.7,23.8,+/-,4.2,1.0,2.1,+/-,1.6,0.3,5.5,+/-,1.8,1.4,3.02,+/-,0.63,0.35,1.49,+/-,1.05,0.21,0.68,+/-,0.17,0.26,98.39,3.33091,100A/95A/95A,514000000000000.0
CL5_436372151CCS_F0211028CCAM01438P3.SAV,Union_Springs,2.0,436372151.0,438.0,CCAM01438,8.0,44.7,+/-,5.1,1.1,0.97,+/-,0.49,0.06,10.0,+/-,3.5,1.0,17.7,+/-,3.7,0.4,4.6,+/-,1.8,0.2,12.9,+/-,3.2,0.8,2.15,+/-,0.62,0.19,0.87,+/-,0.81,0.19,0.21,+/-,0.07,0.01,94.18,3.34155,100A/95A/95A,409000000000000.0
CL5_436372216CCS_F0211028CCAM01438P3.SAV,Union_Springs,2.0,436372216.0,438.0,CCAM01438,9.0,56.5,+/-,5.2,1.0,0.79,+/-,0.45,0.03,20.5,+/-,3.7,0.7,8.5,+/-,2.5,2.3,0.9,+/-,1.5,0.2,1.5,+/-,1.0,0.3,6.34,+/-,0.99,0.51,4.09,+/-,1.25,0.18,0.03,+/-,0.03,0.02,99.09,3.34155,100A/95A/95A,247000000000000.0
CL5_436372280CCS_F0211028CCAM01438P3.SAV,Union_Springs,2.0,436372280.0,438.0,CCAM01438,10.0,36.8,+/-,5.9,1.0,1.41,+/-,0.59,0.07,11.5,+/-,3.5,0.5,30.4,+/-,4.5,0.7,3.1,+/-,1.7,0.1,7.0,+/-,2.2,0.8,3.27,+/-,0.64,0.41,0.44,+/-,0.65,0.05,0.2,+/-,0.07,0.02,94.06,3.3728,100A/95A/95A,812000000000000.0
CL5_426517277CCS_F0070000CCAM04326P3.SAV,Wagita,2.0,426517277.0,326.0,CCAM04326,1.0,46.4,+/-,5.0,1.8,1.14,+/-,0.52,0.16,15.6,+/-,3.6,2.4,19.5,+/-,3.9,1.9,3.3,+/-,1.7,1.6,5.6,+/-,1.9,1.1,4.65,+/-,0.8,1.04,1.36,+/-,1.0,0.39,0.12,+/-,0.05,0.02,97.72,2.86961,100A/60A/60A,385000000000000.0
